Date,Code,Name,Market,prev_date,prev_close,Open,Close,prev_stocks,Stocks,stocks_ratio,open_ratio,prev_marcap,Marcap,marcap_ratio,share_price_product,split_like
2020-10-12,002070,비비안,KOSPI,2020-10-08,3615.0,3560.0,3575.0,13735890.0,26735890,1.9464257503518156,0.9847856154910097,49655242350.0,95580806750.0,1.9248885359634138,1.9168120805677633,False
2019-04-24,002220,한일철강,KOSPI,2019-04-23,22300.0,2205.0,2295.0,2232233.0,22322330,10.0,0.09887892376681615,49778795900.0,51229747350.0,1.0291479820627802,0.9887892376681615,True
2015-01-30,002240,고려제강,KOSPI,2015-01-29,40500.0,40650.0,40650.0,15000000.0,18000000,1.2,1.0037037037037038,607500000000.0,731700000000.0,1.2044444444444444,1.2044444444444444,False
2020-11-18,002320,한진,KOSPI,2020-11-17,48900.0,49000.0,49250.0,11974656.0,14947628,1.2482720171669233,1.0020449897750512,585560678400.0,736170679000.0,1.257206479457484,1.2508247206785121,False
2015-07-09,002410,범양건영,KOSPI,2015-07-08,14100.0,13250.0,14500.0,2663795.0,3514859,1.3194930540826153,0.9397163120567376,37559509500.0,50965455500.0,1.3569254811487887,1.2399491465669965,False
2015-12-30,002410,범양건영,KOSPI,2015-12-29,12950.0,12850.0,13200.0,3514859.0,4752587,1.3521415795057496,0.9922779922779923,45517424050.0,62734148400.0,1.3782446988012276,1.3417003317875587,False
2017-12-06,002410,범양건영,KOSPI,2017-12-05,12000.0,2220.0,2285.0,4753919.0,23769595,5.0,0.185,57047028000.0,54313524575.0,0.9520833333333333,0.925,True
2017-07-17,002620,제일파마홀딩스,KOSPI,2017-07-14,68600.0,47500.0,61700.0,14850000.0,4345507,0.292626734006734,0.6924198250728864,1018710000000.0,268117781900.0,0.26319343277282053,0.2026205519725928,False
2018-11-30,002620,제일파마홀딩스,KOSPI,2018-11-29,28900.0,28900.0,31200.0,4345507.0,15973355,3.675832302191666,1.0,125585152300.0,498368676000.0,3.9683725892173003,3.675832302191666,False
2015-07-07,002630,오리엔트바이오,KOSPI,2015-07-06,992.0,977.0,899.0,100299535.0,155299535,1.5483574774299802,0.9848790322580645,99497138720.0,139614281965.0,1.4031989639209195,1.5249448139607769,False
2019-02-19,002630,오리엔트바이오,KOSPI,2019-02-18,529.0,527.0,527.0,168535104.0,228535104,1.3560089178809893,0.996219281663516,89155070016.0,120437999808.0,1.350882230100721,1.3508822301007208,False
2020-02-21,002630,오리엔트바이오,KOSPI,2020-02-20,306.0,750.0,676.0,228535104.0,101798996,0.4454413970468187,2.450980392156863,69931741824.0,68816121296.0,0.9840470078550635,1.0917681300167126,True
2017-05-11,002760,보락,KOSPI,2017-05-10,6590.0,1370.0,1250.0,11980000.0,59900000,5.0,0.2078907435508346,78948200000.0,74875000000.0,0.9484066767830045,1.039453717754173,True
2015-01-20,002780,진흥기업,KOSPI,2015-01-19,1410.0,1420.0,1415.0,93498189.0,123498189,1.3208618297408947,1.0070921985815602,131832446490.0,174749937435.0,1.3255457369385575,1.33022964413622,False
2015-01-28,002780,진흥기업,KOSPI,2015-01-27,1360.0,1375.0,1410.0,123498189.0,152562189,1.2353394833992262,1.0110294117647058,167957537040.0,215112686490.0,1.2807563761712566,1.2489645512308352,False
2015-05-08,002790,아모레G,KOSPI,2015-05-07,1630000.0,163000.0,154000.0,7979098.0,79790980,10.0,0.1,13005929740000.0,12287810920000.0,0.9447852760736196,1.0,True
2015-05-08,002795,아모레G우,KOSPI,2015-05-07,729000.0,72900.0,70400.0,644377.0,6443770,10.0,0.1,469750833000.0,453641408000.0,0.9657064471879286,1.0,True
2019-04-18,002840,미원상사,KOSPI,2019-04-17,45350.0,43700.0,43800.0,774940.0,5034823,6.497048803778357,0.9636163175303197,35143529000.0,220525247400.0,6.274988701333893,6.260662243111669,False
2017-05-11,002870,신풍제지,KOSPI,2017-05-10,14700.0,1500.0,1285.0,3495870.0,34958700,10.0,0.10204081632653061,51389289000.0,44921929500.0,0.8741496598639455,1.0204081632653061,True
2016-05-02,002900,동양물산,KOSPI,2016-04-29,14950.0,1440.0,1385.0,6538890.0,65388900,10.0,0.09632107023411371,97756405500.0,90563626500.0,0.9264214046822743,0.9632107023411371,True
2019-11-13,002900,동양물산,KOSPI,2019-11-12,849.0,847.0,924.0,65388900.0,115388900,1.7646557749098088,0.9976442873969376,55515176100.0,106619343600.0,1.920544094248131,1.760498753060787,False
2019-04-01,003000,부광약품,KOSPI,2019-03-29,19100.0,19050.0,18850.0,48870283.0,63531367,1.2999999815839003,0.9973821989528796,933422405300.0,1197566267950.0,1.2829842750186662,1.2965968402708534,False
2018-10-05,003030,세아제강지주,KOSPI,2018-10-04,68500.0,58400.0,56000.0,6000000.0,3163700,0.5272833333333333,0.8525547445255475,411000000000.0,177167200000.0,0.4310637469586375,0.4495379075425791,False
2019-01-16,003030,세아제강지주,KOSPI,2019-01-15,49700.0,50200.0,51600.0,3163700.0,4141657,1.3091181211872176,1.0100603621730382,157235890000.0,213709501200.0,1.3591648904076543,1.3222883236136482,False
