corp_code,fiscal_year,company_name,basis,filing_date,receipt_no,period_to,stock_code,corp_cls,first_period,seed_source
00113225,2016,대한제강,,20160516,20160516003365,,084010,Y,Q1,historical_dart_periodic_filing_universe
00113234,2016,대한제당,,20160516,20160516001111,,001790,Y,Q1,historical_dart_periodic_filing_universe
00113243,2016,대한제분,,20160513,20160513003650,,001130,Y,Q1,historical_dart_periodic_filing_universe
00113261,2016,대한광통신,,20160512,20160512001431,,010170,K,Q1,historical_dart_periodic_filing_universe
00113359,2016,교보증권,,20160516,20160516002562,,030610,Y,Q1,historical_dart_periodic_filing_universe
00113410,2016,CJ대한통운,,20160516,20160516003640,,000120,Y,Q1,historical_dart_periodic_filing_universe
00113492,2016,깨끗한나라,,20160516,20160516001699,,004540,Y,Q1,historical_dart_periodic_filing_universe
00113508,2016,노루홀딩스,,20160516,20160516003495,,000320,Y,Q1,historical_dart_periodic_filing_universe
00113526,2016,대한항공,,20160516,20160516003723,,003490,Y,Q1,historical_dart_periodic_filing_universe
00113535,2016,대한해운,,20160516,20160516003251,,005880,Y,Q1,historical_dart_periodic_filing_universe
00113544,2016,대한화섬,,20160516,20160516003366,,003830,Y,Q1,historical_dart_periodic_filing_universe
00113562,2016,롯데손해보험,,20160516,20160516003288,,000400,Y,Q1,historical_dart_periodic_filing_universe
00113614,2016,대현,,20160504,20160504000220,,016090,Y,Q1,historical_dart_periodic_filing_universe
00113997,2016,롯데에너지머티리얼즈,,20160516,20160516002384,,020150,Y,Q1,historical_dart_periodic_filing_universe
00114093,2016,덕성,,20160516,20160516002846,,004830,Y,Q1,historical_dart_periodic_filing_universe
00114154,2016,디와이덕양,,20160516,20160516002089,,024900,Y,Q1,historical_dart_periodic_filing_universe
00114552,2016,도화엔지니어링,,20160513,20160513005094,,002150,Y,Q1,historical_dart_periodic_filing_universe
00114765,2016,케이비아이동국실업,,20160516,20160516001753,,001620,Y,Q1,historical_dart_periodic_filing_universe
00114792,2016,동국홀딩스,,20160516,20160516002801,,001230,Y,Q1,historical_dart_periodic_filing_universe
00114808,2016,동국제약,,20160516,20160516003704,,086450,K,Q1,historical_dart_periodic_filing_universe
00115065,2016,동남합성,,20160516,20160516000370,,023450,Y,Q1,historical_dart_periodic_filing_universe
00115287,2016,동방,,20160516,20160516003368,,004140,Y,Q1,historical_dart_periodic_filing_universe
00115384,2016,동방아그로,,20160516,20160516001498,,007590,Y,Q1,historical_dart_periodic_filing_universe
00115612,2016,동부건설,,20160516,20160516002592,,005960,Y,Q1,historical_dart_periodic_filing_universe
00115676,2016,KG스틸,,20160516,20160516003301,,016380,Y,Q1,historical_dart_periodic_filing_universe
00115694,2016,DB증권,,20160516,20160516002552,,016610,Y,Q1,historical_dart_periodic_filing_universe
00115931,2016,디오,,20160516,20160516002626,,039840,K,Q1,historical_dart_periodic_filing_universe
00115977,2016,아이에스동서,,20160516,20160516002833,,010780,Y,Q1,historical_dart_periodic_filing_universe
00116268,2016,동성제약,,20160513,20160513003870,,002210,Y,Q1,historical_dart_periodic_filing_universe
00116301,2016,NI스틸,,20160516,20160516001307,,008260,Y,Q1,historical_dart_periodic_filing_universe
00116408,2016,동신건설,,20160516,20160516001397,,025950,K,Q1,historical_dart_periodic_filing_universe
00116426,2016,이렘,,20160516,20160516002493,,009730,K,Q1,historical_dart_periodic_filing_universe
00116824,2016,동아쏘시오홀딩스,,20160513,20160513005552,,000640,Y,Q1,historical_dart_periodic_filing_universe
00116949,2016,DN오토모티브,,20160516,20160516000932,,007340,Y,Q1,historical_dart_periodic_filing_universe
00117027,2016,알루코,,20160516,20160516001300,,001780,Y,Q1,historical_dart_periodic_filing_universe
00117179,2016,디와이,,20160513,20160513004094,,013570,Y,Q1,historical_dart_periodic_filing_universe
00117188,2016,효성,,20160516,20160516003257,,004800,Y,Q1,historical_dart_periodic_filing_universe
00117212,2016,두산,,20160516,20160516003541,,000150,Y,Q1,historical_dart_periodic_filing_universe
00117230,2016,TYM,,20160513,20160513002097,,002900,Y,Q1,historical_dart_periodic_filing_universe
00117276,2016,네이처셀,,20160513,20160513005274,,007390,K,Q1,historical_dart_periodic_filing_universe
00117300,2016,TCC스틸,,20160516,20160516002201,,002710,Y,Q1,historical_dart_periodic_filing_universe
00117337,2016,동양,,20160516,20160516003347,,001520,Y,Q1,historical_dart_periodic_filing_universe
00117498,2016,스틱인베스트먼트,,20160512,20160512002373,,026890,Y,Q1,historical_dart_periodic_filing_universe
00117577,2016,오리온홀딩스,,20160513,20160513004934,,001800,Y,Q1,historical_dart_periodic_filing_universe
00117601,2016,유안타증권,,20160513,20160513004421,,003470,Y,Q1,historical_dart_periodic_filing_universe
00117629,2016,KBI동양철관,,20160516,20160516002920,,008970,Y,Q1,historical_dart_periodic_filing_universe
00117708,2016,리드코프,,20160516,20160516003181,,012700,K,Q1,historical_dart_periodic_filing_universe
00117966,2016,동원개발,,20160516,20160516000748,,013120,K,Q1,historical_dart_periodic_filing_universe
00118008,2016,동원모빌리티,,20160629,20160629000671,,018500,Y,Q1,historical_dart_periodic_filing_universe
00118026,2016,동원산업,,20160513,20160513002337,,006040,Y,Q1,historical_dart_periodic_filing_universe
00118044,2016,동원수산,,20160516,20160516001999,,030720,Y,Q1,historical_dart_periodic_filing_universe
00118266,2016,DRB동일,,20160513,20160513003071,,004840,Y,Q1,historical_dart_periodic_filing_universe
00118275,2016,디아이,,20160516,20160516003066,,003160,Y,Q1,historical_dart_periodic_filing_universe
00118284,2016,동일금속,,20160516,20160516001807,,109860,K,Q1,historical_dart_periodic_filing_universe
00118345,2016,디아이동일,,20160516,20160516003394,,001530,Y,Q1,historical_dart_periodic_filing_universe
00118451,2016,동일제강,,20160516,20160516003100,,002690,Y,Q1,historical_dart_periodic_filing_universe
00118521,2016,진원생명과학,,20160516,20160516002027,,011000,Y,Q1,historical_dart_periodic_filing_universe
00118804,2016,동진쎄미켐,,20160513,20160513000725,,005290,K,Q1,historical_dart_periodic_filing_universe
00118965,2016,티에이치엔,,20160516,20160516001072,,019180,Y,Q1,historical_dart_periodic_filing_universe
00119007,2016,무림P&P,,20160516,20160516000912,,009580,Y,Q1,historical_dart_periodic_filing_universe
00119140,2016,핸즈코퍼레이션,,20170331,20170331004994,,143210,Y,FY,historical_dart_periodic_filing_universe
00119195,2016,동화약품,,20160516,20160516002210,,000020,Y,Q1,historical_dart_periodic_filing_universe
00119672,2016,두올,,20161129,20161129000326,,016740,Y,Q3,historical_dart_periodic_filing_universe
00120021,2016,LG,,20160516,20160516003637,,003550,Y,Q1,historical_dart_periodic_filing_universe
00120030,2016,GS건설,,20160516,20160516003203,,006360,Y,Q1,historical_dart_periodic_filing_universe
00120076,2016,LX인터내셔널,,20160516,20160516003117,,001120,Y,Q1,historical_dart_periodic_filing_universe
00120182,2016,NH투자증권,,20160513,20160513004680,,005940,Y,Q1,historical_dart_periodic_filing_universe
00120289,2016,제이에스티나,,20160516,20160516002555,,026040,K,Q1,historical_dart_periodic_filing_universe
00120526,2016,롯데쇼핑,,20160516,20160516002704,,023530,Y,Q1,historical_dart_periodic_filing_universe
00120562,2016,롯데지주,,20160516,20160516003667,,004990,Y,Q1,historical_dart_periodic_filing_universe
00120571,2016,롯데칠성음료,,20160516,20160516003237,,005300,Y,Q1,historical_dart_periodic_filing_universe
00120872,2016,만호제강,,20160516,20160516001628,,001080,Y,Q1,historical_dart_periodic_filing_universe
00120906,2016,에스아이리소스,,20160516,20160516001902,,065420,K,Q1,historical_dart_periodic_filing_universe
00120924,2016,매일홀딩스,,20160516,20160516002806,,005990,K,Q1,historical_dart_periodic_filing_universe
00121039,2016,명문제약,,20160512,20160512002771,,017180,Y,Q1,historical_dart_periodic_filing_universe
00121154,2016,엠에스씨,,20160516,20160516001603,,009780,K,Q1,historical_dart_periodic_filing_universe
00121288,2016,모나미,,20160516,20160516002655,,005360,Y,Q1,historical_dart_periodic_filing_universe
00121507,2016,무림SP,,20160516,20160516000891,,001810,K,Q1,historical_dart_periodic_filing_universe
00121534,2016,MH에탄올,,20160512,20160512003549,,023150,Y,Q1,historical_dart_periodic_filing_universe
00121543,2016,무학,,20160516,20160516003508,,033920,Y,Q1,historical_dart_periodic_filing_universe
00121570,2016,문배철강,,20160516,20160516001196,,008420,Y,Q1,historical_dart_periodic_filing_universe
00121686,2016,엠케이전자,,20160516,20160516003361,,033160,K,Q1,historical_dart_periodic_filing_universe
00121932,2016,미원상사,,20160502,20160502000968,,002840,Y,Q1,historical_dart_periodic_filing_universe
00121941,2016,대상,,20160516,20160516001958,,001680,Y,Q1,historical_dart_periodic_filing_universe
00121969,2016,에쓰씨엔지니어링,,20160516,20160516002997,,023960,Y,Q1,historical_dart_periodic_filing_universe
00122056,2016,미창석유공업,,20160511,20160511000923,,003650,Y,Q1,historical_dart_periodic_filing_universe
00122205,2016,졸스,,20160629,20160629000542,,018700,K,Q1,historical_dart_periodic_filing_universe
00122348,2016,방림,,20160516,20160516000645,,003610,Y,Q1,historical_dart_periodic_filing_universe
00122472,2016,PKC,,20160516,20160516001892,,001340,Y,Q1,historical_dart_periodic_filing_universe
00122481,2016,태경비케이,,20160530,20160530000537,,014580,Y,Q1,historical_dart_periodic_filing_universe
00122551,2016,백산,,20160513,20160513001851,,035150,Y,Q1,historical_dart_periodic_filing_universe
00122579,2016,BYC,,20160516,20160516003436,,001460,Y,Q1,historical_dart_periodic_filing_universe
00122694,2016,범양건영,,20160523,20160523000007,,002410,Y,Q1,historical_dart_periodic_filing_universe
00122737,2016,팬오션,,20160516,20160516002354,,028670,Y,Q1,historical_dart_periodic_filing_universe
00122825,2016,프리티,,20160516,20160516001416,,006490,Y,Q1,historical_dart_periodic_filing_universe
00122898,2016,벽산,,20160516,20160516002727,,007210,Y,Q1,historical_dart_periodic_filing_universe
00123107,2016,보락,,20160513,20160513003479,,002760,Y,Q1,historical_dart_periodic_filing_universe
00123143,2016,보령,,20160516,20160516001797,,003850,Y,Q1,historical_dart_periodic_filing_universe
00123523,2016,창해에탄올,,20160516,20160516001946,,004650,K,Q1,historical_dart_periodic_filing_universe
00123541,2016,보해양조,,20160516,20160516003759,,000890,Y,Q1,historical_dart_periodic_filing_universe
00123718,2016,부광약품,,20160513,20160513004274,,003000,Y,Q1,historical_dart_periodic_filing_universe
00123772,2016,부국증권,,20160516,20160516002602,,001270,Y,Q1,historical_dart_periodic_filing_universe
00123781,2016,부국철강,,20160516,20160516001957,,026940,Y,Q1,historical_dart_periodic_filing_universe
00124027,2016,부산산업,,20160516,20160516001257,,011390,Y,Q1,historical_dart_periodic_filing_universe
00124090,2016,한국특강,,20160516,20160516003413,,007280,Y,Q1,historical_dart_periodic_filing_universe
00124151,2016,부산주공,,20160513,20160513004928,,005030,Y,Q1,historical_dart_periodic_filing_universe
00124197,2016,세아제강지주,,20160516,20160516003158,,003030,Y,Q1,historical_dart_periodic_filing_universe
00124276,2016,부스타,,20160511,20160511000195,,008470,K,Q1,historical_dart_periodic_filing_universe
00124504,2016,포스코인터내셔널,,20160516,20160516001837,,047050,Y,Q1,historical_dart_periodic_filing_universe
00124540,2016,대우건설,,20160516,20160516003633,,047040,Y,Q1,historical_dart_periodic_filing_universe
00124726,2016,빙그레,,20160513,20160513005240,,005180,Y,Q1,historical_dart_periodic_filing_universe
00124780,2016,사조씨푸드,,20160516,20160516002676,,014710,Y,Q1,historical_dart_periodic_filing_universe
00124799,2016,사조산업,,20160516,20160516002353,,007160,Y,Q1,historical_dart_periodic_filing_universe
00124805,2016,푸른저축은행,,20160530,20160530000815,,007330,K,Q1,historical_dart_periodic_filing_universe
00125080,2016,AK홀딩스,,20160516,20160516002525,,006840,Y,Q1,historical_dart_periodic_filing_universe
00125150,2016,SGC에너지,,20160516,20160516001500,,005090,Y,Q1,historical_dart_periodic_filing_universe
00125488,2016,삼륭물산,,20160516,20160516003687,,014970,K,Q1,historical_dart_periodic_filing_universe
00125521,2016,에스엘,,20160516,20160516003170,,005850,Y,Q1,historical_dart_periodic_filing_universe
00125530,2016,삼립,,20160516,20160516002383,,005610,Y,Q1,historical_dart_periodic_filing_universe
00125576,2016,체시스,,20160516,20160516002560,,033250,Y,Q1,historical_dart_periodic_filing_universe
00125646,2016,삼목에스폼,,20160516,20160516001846,,018310,K,Q1,historical_dart_periodic_filing_universe
00125725,2016,디모아,,20160513,20160513004197,,016670,K,Q1,historical_dart_periodic_filing_universe
00125743,2016,현대비앤지스틸,,20160516,20160516003512,,004560,Y,Q1,historical_dart_periodic_filing_universe
00125822,2016,삼보산업,,20160516,20160516002557,,009620,K,Q1,historical_dart_periodic_filing_universe
00125938,2016,삼보판지,,20160516,20160516002171,,023600,K,Q1,historical_dart_periodic_filing_universe
00125974,2016,삼부토건,,20160516,20160516003764,,001470,Y,Q1,historical_dart_periodic_filing_universe
00126089,2016,DH오토넥스,,20160516,20160516002056,,000300,Y,Q1,historical_dart_periodic_filing_universe
00126186,2016,삼성에스디에스,,20160516,20160516002454,,018260,Y,Q1,historical_dart_periodic_filing_universe
00126201,2016,삼성공조,,20160516,20160516001313,,006660,Y,Q1,historical_dart_periodic_filing_universe
00126256,2016,삼성생명,,20160516,20160516002663,,032830,Y,Q1,historical_dart_periodic_filing_universe
00126292,2016,삼성카드,,20160516,20160516003627,,029780,Y,Q1,historical_dart_periodic_filing_universe
00126308,2016,삼성E&A,,20160516,20160516003686,,028050,Y,Q1,historical_dart_periodic_filing_universe
00126362,2016,삼성SDI,,20160516,20160516003228,,006400,Y,Q1,historical_dart_periodic_filing_universe
00126371,2016,삼성전기,,20160516,20160516003448,,009150,Y,Q1,historical_dart_periodic_filing_universe
00126380,2016,삼성전자,,20160516,20160516003174,,005930,Y,Q1,historical_dart_periodic_filing_universe
00126414,2016,삼성제약,,20160530,20160530000708,,001360,Y,Q1,historical_dart_periodic_filing_universe
00126478,2016,삼성중공업,,20160516,20160516003588,,010140,Y,Q1,historical_dart_periodic_filing_universe
00126487,2016,F&F 홀딩스,,20160516,20160516002864,,007700,Y,Q1,historical_dart_periodic_filing_universe
00126566,2016,한화에어로스페이스,,20160516,20160516002948,,012450,Y,Q1,historical_dart_periodic_filing_universe
00126779,2016,삼아알미늄,,20160516,20160516000817,,006110,Y,Q1,historical_dart_periodic_filing_universe
00126788,2016,삼아제약,,20160516,20160516001308,,009300,K,Q1,historical_dart_periodic_filing_universe
00126937,2016,삼양홀딩스,,20160516,20160516002670,,000070,Y,Q1,historical_dart_periodic_filing_universe
00126955,2016,삼양식품,,20160516,20160516003259,,003230,Y,Q1,historical_dart_periodic_filing_universe
00127042,2016,SYTS,,20160516,20160516002343,,002170,Y,Q1,historical_dart_periodic_filing_universe
00127158,2016,씨아이테크,,20160513,20160513003564,,004920,Y,Q1,historical_dart_periodic_filing_universe
00127167,2016,삼영무역,,20160516,20160516001242,,002810,Y,Q1,historical_dart_periodic_filing_universe
00127200,2016,삼영전자공업,,20160516,20160516000728,,005680,Y,Q1,historical_dart_periodic_filing_universe
00127255,2016,삼영,,20160516,20160516002181,,003720,Y,Q1,historical_dart_periodic_filing_universe
00127802,2016,삼익THK,,20160516,20160516000736,,004380,Y,Q1,historical_dart_periodic_filing_universe
00127857,2016,삼익악기,,20160513,20160513001291,,002450,Y,Q1,historical_dart_periodic_filing_universe
00127909,2016,삼일,,20160516,20160516001677,,032280,K,Q1,historical_dart_periodic_filing_universe
00127936,2016,삼일기업공사,,20160513,20160513003586,,002290,K,Q1,historical_dart_periodic_filing_universe
00127954,2016,CJ프레시웨이,,20160516,20160516002274,,051500,K,Q1,historical_dart_periodic_filing_universe
00128032,2016,삼일제약,,20160513,20160513004591,,000520,Y,Q1,historical_dart_periodic_filing_universe
00128111,2016,포스코엠텍,,20160513,20160513005117,,009520,K,Q1,historical_dart_periodic_filing_universe
00128175,2016,원익큐브,,20160516,20160516001229,,014190,K,Q1,historical_dart_periodic_filing_universe
00128227,2016,삼정펄프,,20160516,20160516000917,,009770,Y,Q1,historical_dart_periodic_filing_universe
00128315,2016,삼지전자,,20160530,20160530000505,,037460,K,Q1,historical_dart_periodic_filing_universe
00128412,2016,삼진제약,,20160516,20160516000609,,005500,Y,Q1,historical_dart_periodic_filing_universe
00128546,2016,삼천당제약,,20160512,20160512000706,,000250,K,Q1,historical_dart_periodic_filing_universe
00128555,2016,삼천리,,20160513,20160513000342,,004690,Y,Q1,historical_dart_periodic_filing_universe
00128607,2016,삼천리자전거,,20160519,20160519000412,,024950,K,Q1,historical_dart_periodic_filing_universe
00128661,2016,에스에이엠티,,20160516,20160516001922,,031330,K,Q1,historical_dart_periodic_filing_universe
00128926,2016,삼현철강,,20160513,20160513004757,,017480,K,Q1,historical_dart_periodic_filing_universe
00128980,2016,삼호개발,,20160516,20160516001590,,010960,Y,Q1,historical_dart_periodic_filing_universe
00129013,2016,CJ씨푸드,,20160516,20160516002153,,011150,Y,Q1,historical_dart_periodic_filing_universe
00129235,2016,삼화왕관,,20160516,20160516002587,,004450,Y,Q1,historical_dart_periodic_filing_universe
00129271,2016,삼화전기,,20160516,20160516002322,,009470,Y,Q1,historical_dart_periodic_filing_universe
00129280,2016,삼화전자공업,,20160516,20160516001780,,011230,Y,Q1,historical_dart_periodic_filing_universe
00129350,2016,삼화콘덴서공업,,20160516,20160516003267,,001820,Y,Q1,historical_dart_periodic_filing_universe
00129387,2016,SP삼화,,20160513,20160513002440,,000390,Y,Q1,historical_dart_periodic_filing_universe
00129420,2016,까뮤이앤씨,,20160512,20160512000601,,013700,Y,Q1,historical_dart_periodic_filing_universe
00129509,2016,한익스프레스,,20160516,20160516000735,,014130,Y,Q1,historical_dart_periodic_filing_universe
00129554,2016,갤럭시아에스엠,,20160516,20160516003485,,011420,Y,Q1,historical_dart_periodic_filing_universe
00129615,2016,상보,,20160513,20160513005155,,027580,K,Q1,historical_dart_periodic_filing_universe
00129642,2016,상신브레이크,,20160516,20160516002182,,041650,Y,Q1,historical_dart_periodic_filing_universe
00129679,2016,녹십자,,20160513,20160513003412,,006280,Y,Q1,historical_dart_periodic_filing_universe
00129989,2016,코스모신소재,,20160516,20160516000428,,005070,Y,Q1,historical_dart_periodic_filing_universe
00130091,2016,샘표,,20160429,20160429000362,,007540,Y,Q1,historical_dart_periodic_filing_universe
00130383,2016,서부T&D,,20160516,20160516002270,,006730,K,Q1,historical_dart_periodic_filing_universe
00130408,2016,서산,,20160516,20160516001960,,079650,K,Q1,historical_dart_periodic_filing_universe
00130587,2016,서울전자통신,,20160513,20160513003868,,027040,K,Q1,historical_dart_periodic_filing_universe
00130684,2016,서울도시가스,,20160516,20160516002060,,017390,Y,Q1,historical_dart_periodic_filing_universe
00130763,2016,서울반도체,,20160516,20160516003809,,046890,K,Q1,historical_dart_periodic_filing_universe
00130772,2016,SBS,,20160516,20160516002891,,034120,Y,Q1,historical_dart_periodic_filing_universe
00130879,2016,서울식품공업,,20160513,20160513003795,,004410,Y,Q1,historical_dart_periodic_filing_universe
00131018,2016,서울제약,,20160513,20160512004022,,018680,K,Q1,historical_dart_periodic_filing_universe
00131054,2016,유진증권,,20160516,20160516002401,,001200,Y,Q1,historical_dart_periodic_filing_universe
00131197,2016,서원,,20160511,20160511000868,,021050,Y,Q1,historical_dart_periodic_filing_universe
00131504,2016,서한,,20160516,20160516002431,,011370,K,Q1,historical_dart_periodic_filing_universe
00131692,2016,서흥,,20160516,20160516002340,,008490,Y,Q1,historical_dart_periodic_filing_universe
00131780,2016,SK네트웍스,,20160516,20160516003198,,001740,Y,Q1,historical_dart_periodic_filing_universe
00131832,2016,SK디스커버리,,20160513,20160513005396,,006120,Y,Q1,historical_dart_periodic_filing_universe
00131850,2016,SK증권,,20160516,20160516002315,,001510,Y,Q1,historical_dart_periodic_filing_universe
00131896,2016,선광,,20160513,20160513003156,,003100,K,Q1,historical_dart_periodic_filing_universe
00131939,2016,선도전기,,20160516,20160516002080,,007610,Y,Q1,historical_dart_periodic_filing_universe
00132211,2016,SUN&L,,20160513,20160513000339,,002820,Y,Q1,historical_dart_periodic_filing_universe
00132318,2016,성광벤드,,20160516,20160516001680,,014620,K,Q1,historical_dart_periodic_filing_universe
00132354,2016,쿠쿠홀딩스,,20160516,20160516001795,,192400,Y,Q1,historical_dart_periodic_filing_universe
00132628,2016,성문전자,,20160516,20160516000485,,014910,Y,Q1,historical_dart_periodic_filing_universe
00132637,2016,동원시스템즈,,20160513,20160513005297,,014820,Y,Q1,historical_dart_periodic_filing_universe
00132725,2016,SB성보,,20160516,20160516001971,,003080,Y,Q1,historical_dart_periodic_filing_universe
00132804,2016,성신양회,,20160516,20160516003212,,004980,Y,Q1,historical_dart_periodic_filing_universe
00132868,2016,우성머티리얼스,,20160516,20160516000243,,011300,Y,Q1,historical_dart_periodic_filing_universe
00132992,2016,성우하이텍,,20160516,20160516001560,,015750,K,Q1,historical_dart_periodic_filing_universe
00133335,2016,성창기업지주,,20160516,20160516002677,,000180,Y,Q1,historical_dart_periodic_filing_universe
00133511,2016,SG세계물산,,20160513,20160513004173,,004060,Y,Q1,historical_dart_periodic_filing_universe
00133557,2016,PN풍년,,20160516,20160516002729,,024940,K,Q1,historical_dart_periodic_filing_universe
00133618,2016,우양피앤엘,,20160513,20160513003797,,002420,Y,Q1,historical_dart_periodic_filing_universe
00133663,2016,세동,,20160516,20160516002719,,053060,K,Q1,historical_dart_periodic_filing_universe
00133706,2016,한국제지,,20160516,20160516000293,,027970,Y,Q1,historical_dart_periodic_filing_universe
00133751,2016,세명전기,,20160513,20160513003251,,017510,K,Q1,historical_dart_periodic_filing_universe
00133812,2016,세방,,20160516,20160516001681,,004360,Y,Q1,historical_dart_periodic_filing_universe
00133858,2016,세방전지,,20160516,20160516001981,,004490,Y,Q1,historical_dart_periodic_filing_universe
00133876,2016,세보엠이씨,,20160516,20160516001848,,011560,K,Q1,historical_dart_periodic_filing_universe
00134176,2016,세우글로벌,,20160516,20160516003710,,013000,Y,Q1,historical_dart_periodic_filing_universe
00134316,2016,세원정공,,20160516,20160516003378,,021820,Y,Q1,historical_dart_periodic_filing_universe
00134477,2016,SNT다이내믹스,,20160509,20160509001496,,003570,Y,Q1,historical_dart_periodic_filing_universe
00134510,2016,SJG세종,,20160516,20160516002079,,033530,Y,Q1,historical_dart_periodic_filing_universe
00134565,2016,이스타코,,20160516,20160516001823,,015020,Y,Q1,historical_dart_periodic_filing_universe
00134723,2016,페이퍼코리아,,20160511,20160511001301,,001020,Y,Q1,historical_dart_periodic_filing_universe
00134963,2016,송원산업,,20160513,20160513001986,,004430,Y,Q1,historical_dart_periodic_filing_universe
00135050,2016,팜젠사이언스,,20160516,20160516002940,,004720,Y,Q1,historical_dart_periodic_filing_universe
00135111,2016,수산세보틱스,,20160509,20160509002442,,017550,Y,Q1,historical_dart_periodic_filing_universe
00135467,2016,승일,,20160516,20160516003036,,049830,K,Q1,historical_dart_periodic_filing_universe
00135777,2016,신대양제지,,20160516,20160516002311,,016590,Y,Q1,historical_dart_periodic_filing_universe
00135795,2016,신도리코,,20160516,20160516000259,,029530,Y,Q1,historical_dart_periodic_filing_universe
00135917,2016,한화손해보험,,20160516,20160516002372,,000370,Y,Q1,historical_dart_periodic_filing_universe
00135962,2016,신라교역,,20160516,20160516002015,,004970,Y,Q1,historical_dart_periodic_filing_universe
00135999,2016,신라섬유,,20160516,20160516001870,,001000,K,Q1,historical_dart_periodic_filing_universe
00136004,2016,신라에스지,,20160516,20160516001611,,025870,K,Q1,historical_dart_periodic_filing_universe
00136086,2016,무림페이퍼,,20160516,20160516000852,,009200,Y,Q1,historical_dart_periodic_filing_universe
00136101,2016,메이슨캐피탈,,20160629,20160629000605,,021880,K,Q1,historical_dart_periodic_filing_universe
00136165,2016,스페코,,20160513,20160513000153,,013810,K,Q1,historical_dart_periodic_filing_universe
00136226,2016,신성델타테크,,20160516,20160516001715,,065350,K,Q1,historical_dart_periodic_filing_universe
00136271,2016,신성이엔지,,20160516,20160516000723,,011930,Y,Q1,historical_dart_periodic_filing_universe
00136378,2016,신세계,,20160516,20160516003150,,004170,Y,Q1,historical_dart_periodic_filing_universe
00136402,2016,신송홀딩스,,20160516,20160516003548,,006880,Y,Q1,historical_dart_periodic_filing_universe
00136448,2016,신신제약,,20170330,20170330000809,,002800,K,FY,historical_dart_periodic_filing_universe
00136457,2016,SH에너지화학,,20160516,20160516002007,,002360,Y,Q1,historical_dart_periodic_filing_universe
00136624,2016,신영와코루,,20160516,20160516000755,,005800,Y,Q1,historical_dart_periodic_filing_universe
00136721,2016,신영증권,,20160629,20160629000314,,001720,Y,Q1,historical_dart_periodic_filing_universe
00136776,2016,차AI헬스케어,,20160526,20160526000204,,025620,Y,Q1,historical_dart_periodic_filing_universe
00136864,2016,신원,,20160513,20160513003170,,009270,Y,Q1,historical_dart_periodic_filing_universe
00136925,2016,신원종합개발,,20160516,20160516002051,,017000,K,Q1,historical_dart_periodic_filing_universe
00137012,2016,에스앤더블류,,20160516,20160516000132,,103230,K,Q1,historical_dart_periodic_filing_universe
00137058,2016,신일제약,,20160516,20160516002120,,012790,K,Q1,historical_dart_periodic_filing_universe
00137207,2016,유니켐,,20160512,20160512003085,,011330,Y,Q1,historical_dart_periodic_filing_universe
00137234,2016,모베이스전자,,20160516,20160516002918,,012860,K,Q1,historical_dart_periodic_filing_universe
00137252,2016,사조동아원,,20160516,20160516003087,,008040,Y,Q1,historical_dart_periodic_filing_universe
00137289,2016,이엘씨,,20160516,20160516002241,,041520,K,Q1,historical_dart_periodic_filing_universe
00137359,2016,신풍제약,,20160516,20160516001449,,019170,Y,Q1,historical_dart_periodic_filing_universe
00137368,2016,신풍,,20160516,20160516000954,,002870,Y,Q1,historical_dart_periodic_filing_universe
00137809,2016,SHD,,20160516,20160516001956,,001770,Y,Q1,historical_dart_periodic_filing_universe
00137915,2016,엠엑스로보틱스,,20160516,20160516001559,,007820,K,Q1,historical_dart_periodic_filing_universe
00137997,2016,현대차증권,,20160516,20160516003124,,001500,Y,Q1,historical_dart_periodic_filing_universe
00138057,2016,써니전자,,20160516,20160516003037,,004770,Y,Q1,historical_dart_periodic_filing_universe
00138190,2016,GS글로벌,,20160516,20160516003024,,001250,Y,Q1,historical_dart_periodic_filing_universe
00138242,2016,KG모빌리티,,20160516,20160516002231,,003620,Y,Q1,historical_dart_periodic_filing_universe
00138260,2016,SIMPAC,,20160516,20160516002288,,009160,Y,Q1,historical_dart_periodic_filing_universe
00138279,2016,S-Oil,,20160516,20160516002745,,010950,Y,Q1,historical_dart_periodic_filing_universe
00138297,2016,STX,,20160516,20160516002774,,011810,Y,Q1,historical_dart_periodic_filing_universe
00138303,2016,아이티센엔텍,,20160516,20160516002088,,010280,K,Q1,historical_dart_periodic_filing_universe
00138367,2016,플레이위드,,20160513,20160513005329,,023770,K,Q1,historical_dart_periodic_filing_universe
00138446,2016,아가방컴퍼니,,20160513,20160513002733,,013990,K,Q1,historical_dart_periodic_filing_universe
00138516,2016,아남전자,,20160513,20160513004326,,008700,Y,Q1,historical_dart_periodic_filing_universe
00138598,2016,아비코전자,,20160516,20160516002041,,036010,K,Q1,historical_dart_periodic_filing_universe
00138701,2016,아세아,,20160513,20160513004766,,002030,Y,Q1,historical_dart_periodic_filing_universe
00138729,2016,아세아제지,,20160513,20160513004820,,002310,Y,Q1,historical_dart_periodic_filing_universe
00138747,2016,아세아텍,,20160516,20160516002012,,050860,K,Q1,historical_dart_periodic_filing_universe
00138792,2016,아시아나항공,,20160516,20160516003286,,020560,Y,Q1,historical_dart_periodic_filing_universe
00139083,2016,아진산업,,20160516,20160516003022,,013310,K,Q1,historical_dart_periodic_filing_universe
00139153,2016,에코플라스틱,,20160516,20160516002991,,038110,K,Q1,historical_dart_periodic_filing_universe
