target_year,period,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,rcept_dt,flr_nm,rm,detail_type,is_correction,filing_rank_within_corp_period,is_earliest_corp_period
2017,FY,00100601,강원에너지,114190,K,사업보고서 (2017.12),20180402004683,20180402,강원에너지,연,A001,False,1,True
2017,FY,00100601,강원에너지,114190,K,사업보고서 (2017.12),20180402004683,20180402,강원에너지,연,A002,False,2,False
2017,FY,00100601,강원에너지,114190,K,사업보고서 (2017.12),20180402004683,20180402,강원에너지,연,A003,False,3,False
2017,H1,00100601,강원에너지,114190,K,반기보고서 (2017.06),20170811000390,20170811,강원에너지,,A001,False,1,True
2017,H1,00100601,강원에너지,114190,K,반기보고서 (2017.06),20170811000390,20170811,강원에너지,,A002,False,2,False
2017,H1,00100601,강원에너지,114190,K,반기보고서 (2017.06),20170811000390,20170811,강원에너지,,A003,False,3,False
2017,Q1,00100601,강원에너지,114190,K,분기보고서 (2017.03),20170515003289,20170515,강원에너지,,A001,False,1,True
2017,Q1,00100601,강원에너지,114190,K,분기보고서 (2017.03),20170515003289,20170515,강원에너지,,A002,False,2,False
2017,Q1,00100601,강원에너지,114190,K,분기보고서 (2017.03),20170515003289,20170515,강원에너지,,A003,False,3,False
2017,Q3,00100601,강원에너지,114190,K,분기보고서 (2017.09),20171114000318,20171114,강원에너지,,A001,False,1,True
2017,Q3,00100601,강원에너지,114190,K,분기보고서 (2017.09),20171114000318,20171114,강원에너지,,A002,False,2,False
2017,Q3,00100601,강원에너지,114190,K,분기보고서 (2017.09),20171114000318,20171114,강원에너지,,A003,False,3,False
2017,FY,00100939,강남제비스코,000860,Y,사업보고서 (2017.12),20180402004744,20180402,강남제비스코,정연,A001,False,1,True
2017,FY,00100939,강남제비스코,000860,Y,사업보고서 (2017.12),20180402004744,20180402,강남제비스코,정연,A002,False,2,False
2017,FY,00100939,강남제비스코,000860,Y,사업보고서 (2017.12),20180402004744,20180402,강남제비스코,정연,A003,False,3,False
2017,H1,00100939,강남제비스코,000860,Y,반기보고서 (2017.06),20170814001007,20170814,강남제비스코,,A001,False,1,True
2017,H1,00100939,강남제비스코,000860,Y,반기보고서 (2017.06),20170814001007,20170814,강남제비스코,,A002,False,2,False
2017,H1,00100939,강남제비스코,000860,Y,반기보고서 (2017.06),20170814001007,20170814,강남제비스코,,A003,False,3,False
2017,Q1,00100939,강남제비스코,000860,Y,분기보고서 (2017.03),20170515001520,20170515,강남제비스코,,A001,False,1,True
2017,Q1,00100939,강남제비스코,000860,Y,분기보고서 (2017.03),20170515001520,20170515,강남제비스코,,A002,False,2,False
2017,Q1,00100939,강남제비스코,000860,Y,분기보고서 (2017.03),20170515001520,20170515,강남제비스코,,A003,False,3,False
2017,Q3,00100939,강남제비스코,000860,Y,분기보고서 (2017.09),20171114001461,20171114,강남제비스코,,A001,False,1,True
2017,Q3,00100939,강남제비스코,000860,Y,분기보고서 (2017.09),20171114001461,20171114,강남제비스코,,A002,False,2,False
2017,Q3,00100939,강남제비스코,000860,Y,분기보고서 (2017.09),20171114001461,20171114,강남제비스코,,A003,False,3,False
2017,FY,00101044,에이프로젠바이오로직스,003060,Y,사업보고서 (2017.12),20180330003498,20180330,에이프로젠바이오로직스,정연,A001,False,1,True
2017,FY,00101044,에이프로젠바이오로직스,003060,Y,사업보고서 (2017.12),20180330003498,20180330,에이프로젠바이오로직스,정연,A002,False,2,False
2017,FY,00101044,에이프로젠바이오로직스,003060,Y,사업보고서 (2017.12),20180330003498,20180330,에이프로젠바이오로직스,정연,A003,False,3,False
2017,H1,00101044,에이프로젠바이오로직스,003060,Y,반기보고서 (2017.06),20170811000590,20170811,에이프로젠바이오로직스,정,A001,False,1,True
2017,H1,00101044,에이프로젠바이오로직스,003060,Y,반기보고서 (2017.06),20170811000590,20170811,에이프로젠바이오로직스,정,A002,False,2,False
2017,H1,00101044,에이프로젠바이오로직스,003060,Y,반기보고서 (2017.06),20170811000590,20170811,에이프로젠바이오로직스,정,A003,False,3,False
2017,H1,00101044,에이프로젠바이오로직스,003060,Y,[기재정정]반기보고서 (2017.06),20170811000878,20170811,에이프로젠바이오로직스,,A001,True,4,False
2017,H1,00101044,에이프로젠바이오로직스,003060,Y,[기재정정]반기보고서 (2017.06),20170811000878,20170811,에이프로젠바이오로직스,,A002,True,5,False
2017,H1,00101044,에이프로젠바이오로직스,003060,Y,[기재정정]반기보고서 (2017.06),20170811000878,20170811,에이프로젠바이오로직스,,A003,True,6,False
2017,Q1,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2017.03),20170512005298,20170512,에이프로젠바이오로직스,,A001,False,1,True
2017,Q1,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2017.03),20170512005298,20170512,에이프로젠바이오로직스,,A002,False,2,False
2017,Q1,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2017.03),20170512005298,20170512,에이프로젠바이오로직스,,A003,False,3,False
2017,Q3,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2017.09),20171113000588,20171113,에이프로젠바이오로직스,,A001,False,1,True
2017,Q3,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2017.09),20171113000588,20171113,에이프로젠바이오로직스,,A002,False,2,False
2017,Q3,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2017.09),20171113000588,20171113,에이프로젠바이오로직스,,A003,False,3,False
2017,FY,00101220,KG케미칼,001390,Y,사업보고서 (2017.12),20180402004883,20180402,KG케미칼,연,A001,False,1,True
2017,FY,00101220,KG케미칼,001390,Y,사업보고서 (2017.12),20180402004883,20180402,KG케미칼,연,A002,False,2,False
2017,FY,00101220,KG케미칼,001390,Y,사업보고서 (2017.12),20180402004883,20180402,KG케미칼,연,A003,False,3,False
2017,H1,00101220,KG케미칼,001390,Y,반기보고서 (2017.06),20170814002362,20170814,KG케미칼,,A001,False,1,True
2017,H1,00101220,KG케미칼,001390,Y,반기보고서 (2017.06),20170814002362,20170814,KG케미칼,,A002,False,2,False
2017,H1,00101220,KG케미칼,001390,Y,반기보고서 (2017.06),20170814002362,20170814,KG케미칼,,A003,False,3,False
2017,Q1,00101220,KG케미칼,001390,Y,분기보고서 (2017.03),20170515004599,20170515,KG케미칼,정,A001,False,1,True
2017,Q1,00101220,KG케미칼,001390,Y,분기보고서 (2017.03),20170515004599,20170515,KG케미칼,정,A002,False,2,False
2017,Q1,00101220,KG케미칼,001390,Y,분기보고서 (2017.03),20170515004599,20170515,KG케미칼,정,A003,False,3,False
2017,Q1,00101220,KG케미칼,001390,Y,[기재정정]분기보고서 (2017.03),20170524000414,20170524,KG케미칼,,A001,True,4,False
2017,Q1,00101220,KG케미칼,001390,Y,[기재정정]분기보고서 (2017.03),20170524000414,20170524,KG케미칼,,A002,True,5,False
2017,Q1,00101220,KG케미칼,001390,Y,[기재정정]분기보고서 (2017.03),20170524000414,20170524,KG케미칼,,A003,True,6,False
2017,Q3,00101220,KG케미칼,001390,Y,분기보고서 (2017.09),20171114002560,20171114,KG케미칼,,A001,False,1,True
2017,Q3,00101220,KG케미칼,001390,Y,분기보고서 (2017.09),20171114002560,20171114,KG케미칼,,A002,False,2,False
2017,Q3,00101220,KG케미칼,001390,Y,분기보고서 (2017.09),20171114002560,20171114,KG케미칼,,A003,False,3,False
2017,FY,00101433,경농,002100,Y,사업보고서 (2017.12),20180330003022,20180330,경농,연,A001,False,1,True
2017,FY,00101433,경농,002100,Y,사업보고서 (2017.12),20180330003022,20180330,경농,연,A002,False,2,False
2017,FY,00101433,경농,002100,Y,사업보고서 (2017.12),20180330003022,20180330,경농,연,A003,False,3,False
2017,H1,00101433,경농,002100,Y,반기보고서 (2017.06),20170814001934,20170814,경농,,A001,False,1,True
2017,H1,00101433,경농,002100,Y,반기보고서 (2017.06),20170814001934,20170814,경농,,A002,False,2,False
2017,H1,00101433,경농,002100,Y,반기보고서 (2017.06),20170814001934,20170814,경농,,A003,False,3,False
2017,Q1,00101433,경농,002100,Y,분기보고서 (2017.03),20170515004542,20170515,경농,,A001,False,1,True
2017,Q1,00101433,경농,002100,Y,분기보고서 (2017.03),20170515004542,20170515,경농,,A002,False,2,False
2017,Q1,00101433,경농,002100,Y,분기보고서 (2017.03),20170515004542,20170515,경농,,A003,False,3,False
2017,Q3,00101433,경농,002100,Y,분기보고서 (2017.09),20171114001993,20171114,경농,,A001,False,1,True
2017,Q3,00101433,경농,002100,Y,분기보고서 (2017.09),20171114001993,20171114,경농,,A002,False,2,False
2017,Q3,00101433,경농,002100,Y,분기보고서 (2017.09),20171114001993,20171114,경농,,A003,False,3,False
2017,FY,00101488,경동나비엔,009450,Y,사업보고서 (2017.12),20180330001650,20180330,경동나비엔,연,A001,False,1,True
2017,FY,00101488,경동나비엔,009450,Y,사업보고서 (2017.12),20180330001650,20180330,경동나비엔,연,A002,False,2,False
2017,FY,00101488,경동나비엔,009450,Y,사업보고서 (2017.12),20180330001650,20180330,경동나비엔,연,A003,False,3,False
2017,H1,00101488,경동나비엔,009450,Y,반기보고서 (2017.06),20170811000467,20170811,경동나비엔,,A001,False,1,True
2017,H1,00101488,경동나비엔,009450,Y,반기보고서 (2017.06),20170811000467,20170811,경동나비엔,,A002,False,2,False
2017,H1,00101488,경동나비엔,009450,Y,반기보고서 (2017.06),20170811000467,20170811,경동나비엔,,A003,False,3,False
2017,Q1,00101488,경동나비엔,009450,Y,분기보고서 (2017.03),20170512004620,20170512,경동나비엔,,A001,False,1,True
2017,Q1,00101488,경동나비엔,009450,Y,분기보고서 (2017.03),20170512004620,20170512,경동나비엔,,A002,False,2,False
2017,Q1,00101488,경동나비엔,009450,Y,분기보고서 (2017.03),20170512004620,20170512,경동나비엔,,A003,False,3,False
2017,Q3,00101488,경동나비엔,009450,Y,분기보고서 (2017.09),20171114000033,20171114,경동나비엔,,A001,False,1,True
2017,Q3,00101488,경동나비엔,009450,Y,분기보고서 (2017.09),20171114000033,20171114,경동나비엔,,A002,False,2,False
2017,Q3,00101488,경동나비엔,009450,Y,분기보고서 (2017.09),20171114000033,20171114,경동나비엔,,A003,False,3,False
2017,FY,00101549,경동제약,011040,K,사업보고서 (2017.12),20180330001038,20180330,경동제약,정연,A001,False,1,True
2017,FY,00101549,경동제약,011040,K,사업보고서 (2017.12),20180330001038,20180330,경동제약,정연,A002,False,2,False
2017,FY,00101549,경동제약,011040,K,사업보고서 (2017.12),20180330001038,20180330,경동제약,정연,A003,False,3,False
2017,H1,00101549,경동제약,011040,K,반기보고서 (2017.06),20170811000391,20170811,경동제약,,A001,False,1,True
2017,H1,00101549,경동제약,011040,K,반기보고서 (2017.06),20170811000391,20170811,경동제약,,A002,False,2,False
