corp_code,company_name,business_year,fiscal_quarter,report_code,annual_reference_basis,statement_basis,basis_matches_annual_reference,basis_comparable_to_immediate_predecessor,statement_fetch_status,operating_profit_cumulative,operating_profit_q,net_income_cumulative,net_income_q,equity_q_end,cfo_cumulative,cfo_q,capex_ppe_cumulative,capex_ppe_q_spend,capex_intangible_cumulative,capex_intangible_q_spend,capex_q_spend,fcf_q,op_pure_method,ni_pure_method,cfo_pure_method,capex_ppe_pure_method,capex_intangible_pure_method,metric_selection_json,signal_date_status,seed_source,modern_oos_protected
00101044,에이프로젠바이오로직스,2020,Q3,11014,,CFS,False,True,ok,-1688589347.0,-544497163.0,19209687963.0,6631618130.0,597583959973.0,3603018827.0,1359738004.0,625711478.0,110137280.0,445200000.0,0.0,110137280.0,1249600724.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,"{""operating_profit"": {""cumulative"": -1688589347.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익(손실)"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 19209687963.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""ifrs-full_ProfitLoss"", ""account_nm"": ""당기순이익(손실)"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 597583959973.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": 3603018827.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_cf_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 625711478.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 625711478.0, ""normalized_cumulative_spend"": 625711478.0, ""method"": ""cumulative_cf_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 445200000.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 445200000.0, ""normalized_cumulative_spend"": 445200000.0, ""method"": ""cumulative_cf_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101044,에이프로젠바이오로직스,2020,Q4,11011,,CFS,False,True,ok,-2605967402.0,-917378055.0,18917569957.0,-292118006.0,598356203716.0,8088157752.0,4485138925.0,976290478.0,350579000.0,445200000.0,0.0,350579000.0,4134559925.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,"{""operating_profit"": {""cumulative"": -2605967402.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익(손실)"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 18917569957.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""ifrs-full_ProfitLoss"", ""account_nm"": ""당기순이익(손실)"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 598356203716.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": 8088157752.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 976290478.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 976290478.0, ""normalized_cumulative_spend"": 976290478.0, ""method"": ""fy_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 445200000.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 445200000.0, ""normalized_cumulative_spend"": 445200000.0, ""method"": ""fy_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101220,KG케미칼,2020,Q1,11013,,CFS,False,True,ok,58506909600.0,58506909600.0,17610989107.0,17610989107.0,1351698863259.0,-57314625121.0,-57314625121.0,9254552297.0,9254552297.0,555075451.0,555075451.0,9809627748.0,-67124252869.0,direct_q1,direct_q1,direct_q1,direct_q1,direct_q1,"{""operating_profit"": {""cumulative"": 58506909600.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 17610989107.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""ifrs-full_ProfitLoss"", ""account_nm"": ""당기순이익(손실)"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 1351698863259.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": -57314625121.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 9254552297.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 9254552297.0, ""normalized_cumulative_spend"": 9254552297.0, ""method"": ""q1_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 555075451.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 555075451.0, ""normalized_cumulative_spend"": 555075451.0, ""method"": ""q1_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101220,KG케미칼,2020,Q2,11012,,CFS,False,True,ok,123650452199.0,65143542599.0,113809983745.0,96198994638.0,1448861306354.0,55772114646.0,113086739767.0,28477484500.0,19222932203.0,1507678638.0,952603187.0,20175535390.0,92911204377.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,"{""operating_profit"": {""cumulative"": 123650452199.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 113809983745.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""ifrs-full_ProfitLoss"", ""account_nm"": ""반기순이익(손실)"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 1448861306354.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": 55772114646.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_cf_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동으로 인한 현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 28477484500.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 28477484500.0, ""normalized_cumulative_spend"": 28477484500.0, ""method"": ""cumulative_cf_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 1507678638.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 1507678638.0, ""normalized_cumulative_spend"": 1507678638.0, ""method"": ""cumulative_cf_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101220,KG케미칼,2020,Q3,11014,,CFS,False,True,ok,192619539832.0,68969087633.0,113399198019.0,-410785726.0,1452571965753.0,205316874951.0,149544760305.0,58270386739.0,29792902239.0,3188608047.0,1680929409.0,31473831648.0,118070928657.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,"{""operating_profit"": {""cumulative"": 192619539832.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 113399198019.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""ifrs-full_ProfitLoss"", ""account_nm"": ""분기순이익(손실)"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 1452571965753.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": 205316874951.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_cf_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 58270386739.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 58270386739.0, ""normalized_cumulative_spend"": 58270386739.0, ""method"": ""cumulative_cf_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 3188608047.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 3188608047.0, ""normalized_cumulative_spend"": 3188608047.0, ""method"": ""cumulative_cf_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101220,KG케미칼,2020,Q4,11011,,CFS,False,True,ok,242958171678.0,50338631846.0,154664333468.0,41265135449.0,1507680811103.0,310297841334.0,104980966383.0,100612550330.0,42342163591.0,6455174863.0,3266566816.0,45608730407.0,59372235976.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,"{""operating_profit"": {""cumulative"": 242958171678.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 154664333468.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""ifrs-full_ProfitLoss"", ""account_nm"": ""당기순이익(손실)"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 1507680811103.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": 310297841334.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 100612550330.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 100612550330.0, ""normalized_cumulative_spend"": 100612550330.0, ""method"": ""fy_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 6455174863.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 6455174863.0, ""normalized_cumulative_spend"": 6455174863.0, ""method"": ""fy_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101433,경농,2020,Q1,11013,,CFS,False,True,ok,25750153526.0,25750153526.0,18987339518.0,18987339518.0,216142415930.0,-27825563019.0,-27825563019.0,456753862.0,456753862.0,2682840.0,2682840.0,459436702.0,-28284999721.0,direct_q1,direct_q1,direct_q1,direct_q1,direct_q1,"{""operating_profit"": {""cumulative"": 25750153526.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 18987339518.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""-표준계정코드 미사용-"", ""account_nm"": ""연결당기순이익"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 216142415930.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": -27825563019.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 456753862.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 456753862.0, ""normalized_cumulative_spend"": 456753862.0, ""method"": ""q1_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 2682840.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 2682840.0, ""normalized_cumulative_spend"": 2682840.0, ""method"": ""q1_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101433,경농,2020,Q2,11012,,CFS,False,True,ok,29189761569.0,3439608043.0,22739644628.0,3752305110.0,219663190579.0,-46820948819.0,-18995385800.0,981653816.0,524899954.0,56393976.0,53711136.0,578611090.0,-19573996890.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,"{""operating_profit"": {""cumulative"": 29189761569.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 22739644628.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""-표준계정코드 미사용-"", ""account_nm"": ""연결당기순이익"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 219663190579.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": -46820948819.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_cf_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 981653816.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 981653816.0, ""normalized_cumulative_spend"": 981653816.0, ""method"": ""cumulative_cf_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 56393976.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 56393976.0, ""normalized_cumulative_spend"": 56393976.0, ""method"": ""cumulative_cf_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101433,경농,2020,Q3,11014,,CFS,False,True,ok,23269668871.0,-5920092698.0,17509972875.0,-5229671753.0,215466027854.0,-31242699568.0,15578249251.0,2132382518.0,1150728702.0,75823090.0,19429114.0,1170157816.0,14408091435.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,"{""operating_profit"": {""cumulative"": 23269668871.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 17509972875.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""-표준계정코드 미사용-"", ""account_nm"": ""연결당기순이익"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 215466027854.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": -31242699568.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_cf_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 2132382518.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 2132382518.0, ""normalized_cumulative_spend"": 2132382518.0, ""method"": ""cumulative_cf_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 75823090.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 75823090.0, ""normalized_cumulative_spend"": 75823090.0, ""method"": ""cumulative_cf_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101433,경농,2020,Q4,11011,,CFS,False,True,ok,14281976627.0,-8987692244.0,13294935514.0,-4215037361.0,211372233454.0,15868144172.0,47110843740.0,3192819459.0,1060436941.0,55883434.0,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,negative_normalized_capex_delta_missing,"{""operating_profit"": {""cumulative"": 14281976627.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익"", ""sj_div"": ""CIS""}, ""net_income"": {""cumulative"": 13294935514.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""-표준계정코드 미사용-"", ""account_nm"": ""연결당기순이익"", ""sj_div"": ""CIS""}, ""equity"": {""cumulative"": 211372233454.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": 15868144172.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""fy_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 3192819459.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 3192819459.0, ""normalized_cumulative_spend"": 3192819459.0, ""method"": ""fy_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 55883434.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 55883434.0, ""normalized_cumulative_spend"": 55883434.0, ""method"": ""fy_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101488,경동나비엔,2020,Q1,11013,,CFS,False,True,ok,12540393693.0,12540393693.0,9073734665.0,9073734665.0,307014166732.0,-17573741178.0,-17573741178.0,8349566886.0,8349566886.0,,,,,direct_q1,direct_q1,direct_q1,direct_q1,missing,"{""operating_profit"": {""cumulative"": 12540393693.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익(손실)"", ""sj_div"": ""IS""}, ""net_income"": {""cumulative"": 9073734665.0, ""selection_rule"": ""exact_label_duplicate_same_value"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""ifrs-full_ProfitLoss"", ""account_nm"": ""당기순이익(손실)"", ""sj_div"": ""IS""}, ""equity"": {""cumulative"": 307014166732.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": -17573741178.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""q1_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 8349566886.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 8349566886.0, ""normalized_cumulative_spend"": 8349566886.0, ""method"": ""q1_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": null, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": null, ""normalized_cumulative_spend"": null, ""method"": ""missing""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
00101488,경동나비엔,2020,Q2,11012,,CFS,False,True,ok,26223042342.0,13682648649.0,21628447800.0,12554713135.0,318763037467.0,-38568666472.0,-20994925294.0,18145165466.0,9795598580.0,553587555.0,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,missing_predecessor_or_basis_change,"{""operating_profit"": {""cumulative"": 26223042342.0, ""selection_rule"": ""standard_id"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""dart_OperatingIncomeLoss"", ""account_nm"": ""영업이익(손실)"", ""sj_div"": ""IS""}, ""net_income"": {""cumulative"": 21628447800.0, ""selection_rule"": ""exact_label_duplicate_same_value"", ""amount_method"": ""cumulative_thstrm_add_amount"", ""account_id"": ""ifrs-full_ProfitLoss"", ""account_nm"": ""당기순이익(손실)"", ""sj_div"": ""IS""}, ""equity"": {""cumulative"": 318763037467.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""instant_thstrm_amount"", ""account_id"": ""ifrs-full_Equity"", ""account_nm"": ""자본총계"", ""sj_div"": ""BS""}, ""cfo"": {""cumulative"": -38568666472.0, ""selection_rule"": ""exact_label_fallback"", ""amount_method"": ""cumulative_cf_thstrm_amount"", ""account_id"": ""ifrs-full_CashFlowsFromUsedInOperatingActivities"", ""account_nm"": ""영업활동현금흐름"", ""sj_div"": ""CF""}, ""capex_ppe"": {""cumulative"": 18145165466.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities"", ""account_nm"": ""유형자산의 취득"", ""raw_cumulative"": 18145165466.0, ""normalized_cumulative_spend"": 18145165466.0, ""method"": ""cumulative_cf_thstrm_amount""}]}, ""capex_intangible"": {""cumulative"": 553587555.0, ""selection_rule"": ""exact_label_sum_normalized"", ""row_count"": 1, ""rows"": [{""account_id"": ""ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities"", ""account_nm"": ""무형자산의 취득"", ""raw_cumulative"": 553587555.0, ""normalized_cumulative_spend"": 553587555.0, ""method"": ""cumulative_cf_thstrm_amount""}]}}",NOT_ASSIGNED_ACCOUNTING_STAGE,korea_dart_historical_seed_2015_2020.csv,True
