target_year,period,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,rcept_dt,flr_nm,rm,detail_type,is_correction,filing_rank_within_corp_period,is_earliest_corp_period
2019,FY,00100601,강원에너지,114190,K,사업보고서제출기한연장신고서 (2019.12),20200320001186,20200320,강원에너지,,A001,False,1,True
2019,FY,00100601,강원에너지,114190,K,사업보고서제출기한연장신고서 (2019.12),20200320001186,20200320,강원에너지,,A002,False,2,False
2019,FY,00100601,강원에너지,114190,K,사업보고서제출기한연장신고서 (2019.12),20200320001186,20200320,강원에너지,,A003,False,3,False
2019,FY,00100601,강원에너지,114190,K,사업보고서 (2019.12),20200406002635,20200406,강원에너지,연,A001,False,4,False
2019,FY,00100601,강원에너지,114190,K,사업보고서 (2019.12),20200406002635,20200406,강원에너지,연,A002,False,5,False
2019,FY,00100601,강원에너지,114190,K,사업보고서 (2019.12),20200406002635,20200406,강원에너지,연,A003,False,6,False
2019,H1,00100601,강원에너지,114190,K,반기보고서 (2019.06),20190814001974,20190814,강원에너지,,A001,False,1,True
2019,H1,00100601,강원에너지,114190,K,반기보고서 (2019.06),20190814001974,20190814,강원에너지,,A002,False,2,False
2019,H1,00100601,강원에너지,114190,K,반기보고서 (2019.06),20190814001974,20190814,강원에너지,,A003,False,3,False
2019,Q1,00100601,강원에너지,114190,K,분기보고서 (2019.03),20190515001688,20190515,강원에너지,,A001,False,1,True
2019,Q1,00100601,강원에너지,114190,K,분기보고서 (2019.03),20190515001688,20190515,강원에너지,,A002,False,2,False
2019,Q1,00100601,강원에너지,114190,K,분기보고서 (2019.03),20190515001688,20190515,강원에너지,,A003,False,3,False
2019,Q3,00100601,강원에너지,114190,K,분기보고서 (2019.09),20191114001974,20191114,강원에너지,,A001,False,1,True
2019,Q3,00100601,강원에너지,114190,K,분기보고서 (2019.09),20191114001974,20191114,강원에너지,,A002,False,2,False
2019,Q3,00100601,강원에너지,114190,K,분기보고서 (2019.09),20191114001974,20191114,강원에너지,,A003,False,3,False
2019,FY,00100939,강남제비스코,000860,Y,사업보고서 (2019.12),20200330002287,20200330,강남제비스코,연,A001,False,1,True
2019,FY,00100939,강남제비스코,000860,Y,사업보고서 (2019.12),20200330002287,20200330,강남제비스코,연,A002,False,2,False
2019,FY,00100939,강남제비스코,000860,Y,사업보고서 (2019.12),20200330002287,20200330,강남제비스코,연,A003,False,3,False
2019,H1,00100939,강남제비스코,000860,Y,반기보고서 (2019.06),20190814002995,20190814,강남제비스코,,A001,False,1,True
2019,H1,00100939,강남제비스코,000860,Y,반기보고서 (2019.06),20190814002995,20190814,강남제비스코,,A002,False,2,False
2019,H1,00100939,강남제비스코,000860,Y,반기보고서 (2019.06),20190814002995,20190814,강남제비스코,,A003,False,3,False
2019,Q1,00100939,강남제비스코,000860,Y,분기보고서 (2019.03),20190515001186,20190515,강남제비스코,,A001,False,1,True
2019,Q1,00100939,강남제비스코,000860,Y,분기보고서 (2019.03),20190515001186,20190515,강남제비스코,,A002,False,2,False
2019,Q1,00100939,강남제비스코,000860,Y,분기보고서 (2019.03),20190515001186,20190515,강남제비스코,,A003,False,3,False
2019,Q3,00100939,강남제비스코,000860,Y,분기보고서 (2019.09),20191114001340,20191114,강남제비스코,,A001,False,1,True
2019,Q3,00100939,강남제비스코,000860,Y,분기보고서 (2019.09),20191114001340,20191114,강남제비스코,,A002,False,2,False
2019,Q3,00100939,강남제비스코,000860,Y,분기보고서 (2019.09),20191114001340,20191114,강남제비스코,,A003,False,3,False
2019,FY,00101044,에이프로젠바이오로직스,003060,Y,사업보고서 (2019.12),20200327001415,20200327,에이프로젠바이오로직스,연,A001,False,1,True
2019,FY,00101044,에이프로젠바이오로직스,003060,Y,사업보고서 (2019.12),20200327001415,20200327,에이프로젠바이오로직스,연,A002,False,2,False
2019,FY,00101044,에이프로젠바이오로직스,003060,Y,사업보고서 (2019.12),20200327001415,20200327,에이프로젠바이오로직스,연,A003,False,3,False
2019,H1,00101044,에이프로젠바이오로직스,003060,Y,반기보고서 (2019.06),20190814000567,20190814,에이프로젠바이오로직스,,A001,False,1,True
2019,H1,00101044,에이프로젠바이오로직스,003060,Y,반기보고서 (2019.06),20190814000567,20190814,에이프로젠바이오로직스,,A002,False,2,False
2019,H1,00101044,에이프로젠바이오로직스,003060,Y,반기보고서 (2019.06),20190814000567,20190814,에이프로젠바이오로직스,,A003,False,3,False
2019,Q1,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2019.03),20190514000858,20190514,에이프로젠바이오로직스,정,A001,False,1,True
2019,Q1,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2019.03),20190514000858,20190514,에이프로젠바이오로직스,정,A002,False,2,False
2019,Q1,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2019.03),20190514000858,20190514,에이프로젠바이오로직스,정,A003,False,3,False
2019,Q1,00101044,에이프로젠바이오로직스,003060,Y,[기재정정]분기보고서 (2019.03),20190626000096,20190626,에이프로젠바이오로직스,,A001,True,4,False
2019,Q1,00101044,에이프로젠바이오로직스,003060,Y,[기재정정]분기보고서 (2019.03),20190626000096,20190626,에이프로젠바이오로직스,,A002,True,5,False
2019,Q1,00101044,에이프로젠바이오로직스,003060,Y,[기재정정]분기보고서 (2019.03),20190626000096,20190626,에이프로젠바이오로직스,,A003,True,6,False
2019,Q3,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2019.09),20191113000493,20191113,에이프로젠바이오로직스,,A001,False,1,True
2019,Q3,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2019.09),20191113000493,20191113,에이프로젠바이오로직스,,A002,False,2,False
2019,Q3,00101044,에이프로젠바이오로직스,003060,Y,분기보고서 (2019.09),20191113000493,20191113,에이프로젠바이오로직스,,A003,False,3,False
2019,FY,00101220,KG케미칼,001390,Y,사업보고서 (2019.12),20200330004224,20200330,KG케미칼,연,A001,False,1,True
2019,FY,00101220,KG케미칼,001390,Y,사업보고서 (2019.12),20200330004224,20200330,KG케미칼,연,A002,False,2,False
2019,FY,00101220,KG케미칼,001390,Y,사업보고서 (2019.12),20200330004224,20200330,KG케미칼,연,A003,False,3,False
