initial_capital,realized_pnl_model,reserved_open_notional,cash_after_reservations,closed_positions,open_positions,planned_positions,skipped_signals,updated_at_utc
15000.0,0.0,0.0,15000.0,0,0,0,0,2026-09-09T13:33:39.602986+00:00
