corp_code,company_name,business_year,fiscal_quarter,statement_basis,operating_profit_q,prior_year_same_q_operating_profit,op_turnaround_yoy,net_income_ttm,ttm_exact_four_quarters,ttm_same_basis,equity_q_end,fcf_q,prior_year_same_q_fcf,fcf_yoy_improvement,base_a_accounting_only,receipt_no,receipt_date,signal_date_status,mcap_status,modern_oos_protected
00101664,,2015,Q1,,,,False,,False,False,,,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101664,,2015,Q2,OFS,,,False,,False,False,108836221703.0,,,,False,20150817000564.0,20150817.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101664,,2015,Q3,OFS,6098428168.0,,False,,False,False,112964401546.0,296274173.0,,,False,20151116001104.0,20151116.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101664,,2015,Q4,OFS,5822515561.0,,False,,True,False,122817150566.0,-4784751868.0,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101664,경보제약,2016,Q1,OFS,5423636135.0,,False,,True,True,120398398413.0,12955183969.0,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101664,경보제약,2016,Q2,OFS,4277501197.0,,False,23496055468.0,True,True,123498181275.0,-9538404044.0,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101664,경보제약,2016,Q3,OFS,2400451971.0,6098428168.0,False,19611380068.0,True,True,124638350619.0,1985390834.0,296274173.0,1689116661.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101664,경보제약,2016,Q4,OFS,3492637281.0,5822515561.0,False,12705929801.0,True,True,129402339511.0,242605947.0,-4784751868.0,5027357815.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101752,,2015,Q1,CFS,-127691162.0,,False,,False,False,45498435597.0,2914838966.0,,,False,20150514004483.0,20150514.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101752,,2015,Q2,CFS,-411532595.0,,False,,False,False,44960646883.0,2030190491.0,,,False,20150813000507.0,20150813.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101752,,2015,Q3,CFS,-91272654.0,,False,,False,False,43523331183.0,-686551920.0,,,False,20151113000614.0,20151113.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101752,,2015,Q4,CFS,256362049.0,,False,-2142465766.0,True,True,44140243190.0,-726375296.0,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101752,(주)케이씨피드,2016,Q1,CFS,672805957.0,-127691162.0,True,-994144405.0,True,True,44137250643.0,-2291335279.0,2914838966.0,-5206174245.0,True,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101752,(주)케이씨피드,2016,Q2,CFS,877572437.0,-411532595.0,True,105168271.0,True,True,44708751324.0,,2030190491.0,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101752,(주)케이씨피드,2016,Q3,CFS,289842494.0,-91272654.0,True,1857476770.0,True,True,53128687435.0,-1514468836.0,-686551920.0,-827916916.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101752,(주)케이씨피드,2016,Q4,CFS,61267993.0,256362049.0,False,754703457.0,True,True,52101913632.0,1911863152.0,-726375296.0,2638238448.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102113,,2015,Q1,CFS,714417090.0,,False,,False,False,196988957835.0,-2446800986.0,,,False,20150515000371.0,20150515.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102113,,2015,Q2,CFS,3959929535.0,,False,,False,False,201127105301.0,-7719395193.0,,,False,20150813001318.0,20150813.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102113,,2015,Q3,CFS,1351110191.0,,False,,False,False,201904225471.0,-3849829595.0,,,False,20151116000626.0,20151116.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102113,,2015,Q4,CFS,692676963.0,,False,3670894653.0,True,True,201125303678.0,8929531094.0,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102113,(주)경인양행,2016,Q1,CFS,771635091.0,714417090.0,False,2714160371.0,True,True,198646682163.0,8283133576.0,-2446800986.0,10729934562.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102113,(주)경인양행,2016,Q2,CFS,6549925875.0,3959929535.0,False,3621175367.0,True,True,203427337757.0,6183887391.0,-7719395193.0,13903282584.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102113,(주)경인양행,2016,Q3,CFS,1490463901.0,1351110191.0,False,3849591751.0,True,True,205024850782.0,5003078440.0,-3849829595.0,8852908035.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102113,(주)경인양행,2016,Q4,CFS,1765156449.0,692676963.0,False,6837522077.0,True,True,208293196152.0,-9559846204.0,8929531094.0,-18489377298.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00102618,,2015,Q1,CFS,2982641323.0,,False,,False,False,154205260822.0,5028414181.0,,,False,20150515002339.0,20150515.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
