mcap_cap,fcf_min,fcf_yoy_min,n,median,mean,win,ge20,le_m20,years
100000000000.0,0.0,5.0,60,6.724986845072534,11.104412498182707,0.8,0.23333333333333334,0.03333333333333333,3
100000000000.0,5.0,0.0,44,6.551207772528745,12.298244192515948,0.8181818181818182,0.18181818181818182,0.022727272727272728,3
150000000000.0,5.0,5.0,44,6.551207772528745,10.675115922403764,0.7727272727272727,0.1590909090909091,0.022727272727272728,3
150000000000.0,10.0,5.0,26,6.551207772528745,9.293895165291477,0.7692307692307693,0.15384615384615385,0.038461538461538464,3
200000000000.0,7.5,5.0,36,6.551207772528745,11.620857712163712,0.75,0.19444444444444445,0.027777777777777776,3
80000000000.0,2.5,5.0,46,6.55048208312381,10.208596035742795,0.8043478260869565,0.17391304347826086,0.021739130434782608,3
150000000000.0,2.5,5.0,64,6.55048208312381,9.186133105431352,0.734375,0.171875,0.03125,3
80000000000.0,0.0,5.0,55,6.374501992031867,11.109623517532777,0.8,0.21818181818181817,0.01818181818181818,3
60000000000.0,0.0,0.0,60,6.368009391961948,10.87403416152497,0.7,0.21666666666666667,0.016666666666666666,3
150000000000.0,0.0,5.0,74,6.253917662682595,9.938915241906408,0.7432432432432432,0.20270270270270271,0.02702702702702703,3
80000000000.0,5.0,0.0,41,6.025492468134419,12.17956820906157,0.8048780487804879,0.17073170731707318,0.024390243902439025,3
150000000000.0,10.0,0.0,27,6.025492468134419,8.892445201275697,0.7407407407407407,0.14814814814814814,0.037037037037037035,3
200000000000.0,10.0,5.0,27,6.025492468134419,8.949676825836239,0.7407407407407407,0.14814814814814814,0.037037037037037035,3
200000000000.0,10.0,10.0,24,5.925729442970818,8.849085629431187,0.75,0.125,0.041666666666666664,3
100000000000.0,0.0,0.0,91,5.4711246200607855,9.370907092431004,0.7142857142857143,0.2087912087912088,0.03296703296703297,3
200000000000.0,5.0,5.0,48,5.400014138576492,9.694118516703147,0.75,0.14583333333333334,0.020833333333333332,3
150000000000.0,7.5,0.0,40,5.400014138576492,12.206087246349437,0.725,0.2,0.025,3
200000000000.0,10.0,0.0,28,5.400014138576492,8.574857872658706,0.7142857142857143,0.14285714285714285,0.03571428571428571,3
80000000000.0,0.0,0.0,80,5.122830214539675,9.59819030176996,0.7125,0.2,0.025,3
60000000000.0,2.5,0.0,46,5.122830214539675,9.23381648360175,0.6739130434782609,0.15217391304347827,0.021739130434782608,3
150000000000.0,0.0,0.0,114,5.122830214539675,7.845032292157887,0.6666666666666666,0.18421052631578946,0.043859649122807015,3
200000000000.0,0.0,5.0,81,4.793028322440085,8.886899354392582,0.7160493827160493,0.18518518518518517,0.024691358024691357,3
200000000000.0,5.0,10.0,35,4.774535809018565,9.008363561689047,0.7714285714285715,0.14285714285714285,0.02857142857142857,3
200000000000.0,7.5,0.0,41,4.774535809018565,11.908377801316524,0.7073170731707317,0.1951219512195122,0.024390243902439025,3
200000000000.0,2.5,5.0,70,4.679378778709708,8.106837288998449,0.7,0.15714285714285714,0.02857142857142857,3
150000000000.0,5.0,0.0,53,4.584221748400852,10.216365505349595,0.7169811320754716,0.1509433962264151,0.018867924528301886,3
80000000000.0,2.5,0.0,63,4.584221748400852,8.60411410286656,0.7142857142857143,0.15873015873015872,0.031746031746031744,3
100000000000.0,2.5,0.0,70,4.025891634826828,8.474833261666998,0.7142857142857143,0.17142857142857143,0.04285714285714286,3
200000000000.0,5.0,0.0,57,3.4675615212528044,9.422455438587965,0.7017543859649122,0.14035087719298245,0.017543859649122806,3
150000000000.0,2.5,0.0,84,3.439817506033227,7.740915320714949,0.6666666666666666,0.15476190476190477,0.03571428571428571,3
200000000000.0,0.0,0.0,128,3.439817506033227,6.449907261570896,0.6328125,0.1640625,0.0546875,3
200000000000.0,2.5,0.0,91,2.9096477794793296,6.837760580700062,0.6373626373626373,0.14285714285714285,0.03296703296703297,3
