corp_code,company_name,quarter,op_q,prior_op_q,ni_ttm,equity,fcf_q,fcf_yoy,stock_code,marcap_matched,security_review_status,observed_markets,period,signal_date,signal_receipt_no,signal_report_name,mcap_pre_signal,mcap_date,entry_date,entry_open,adv20,R5,R10,R20,R60,R120,R5_raw,R10_raw,R20_raw,R60_raw,R120_raw,CA_R5,CA_R10,CA_R20,CA_R60,CA_R120,MFE20,MAE20,fcf_pct,fcf_yoy_pct,loss_pct,status
00486370,성창오토텍,Q1,63582875.0,-124948306.0,-2529463746.0,43024780705.0,,,080470,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,Q1,20190515,20190515000234,분기보고서 (2019.03),67087000000.0,2019-05-14,2019-05-16,9580.0,848904079.5,-1.8789144050104345,-7.828810020876831,-1.4613778705636737,-34.34237995824635,-15.03131524008351,-1.8789144050104345,-7.828810020876831,-1.4613778705636737,-34.34237995824635,-15.03131524008351,False,False,False,False,False,17.432150313152395,-14.613778705636749,,,3.7704231013460134,OK
00526696,웨이브일렉트로,Q4,782028111.0,-5525772424.0,-20902748113.0,1260511997.0,-608039286.0,,095270,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,FY,20200330,20200330002190,사업보고서 (2019.12),136494413600.0,2020-03-27,2020-03-31,12800.0,3363681010.0,-1.171875,-2.34375,-17.1875,-38.20312500000001,-30.078125,-1.171875,-2.34375,-17.1875,-38.20312500000001,-30.078125,False,False,False,False,False,9.375,-20.3125,-0.44546825761080083,,15.313995321637105,OK
00530556,예스티,Q2,107617565.0,-1743028030.0,-8520679582.0,69978116351.0,-11069153442.0,4114320922.0,122640,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,H1,20190814,20190814001058,반기보고서 (2019.06),134011848960.0,2019-08-13,2019-08-16,9890.0,2208265736.5,7.178968655207285,-0.10111223458038054,12.740141557128414,4.145601617795758,3.134479271991908,7.178968655207285,-0.10111223458038054,12.740141557128414,4.145601617795758,3.134479271991908,False,False,False,False,False,25.88473205257835,-5.257836198179977,-8.25983189389763,3.0701172724122676,6.358153885738314,OK
00532059,그린생명과학,Q2,262767239.0,-327649606.0,-814526976.0,59900745589.0,,,114450,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,H1,20190814,20190814001155,반기보고서 (2019.06),58275000000.0,2019-08-13,2019-08-16,3965.0,4227133011.75,5.80075662042876,4.161412358133676,8.070617906683486,90.41614123581337,79.82345523329131,5.80075662042876,4.161412358133676,8.070617906683486,90.41614123581337,79.82345523329131,False,False,False,False,False,16.897856242118547,-2.90037831021438,,,1.3977296885456885,OK
00535375,키네마스터,Q3,641374590.0,-304772443.0,-547458870.0,12548596194.0,305423786.0,1403559768.0,139670,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,Q3,20191114,20191114001278,분기보고서 (2019.09),85957159750.0,2019-11-13,2019-11-15,12000.0,474199495.0,-4.583333333333329,-10.833333333333329,-9.583333333333332,-28.000000000000004,,-4.583333333333329,-10.833333333333329,-9.583333333333332,-28.000000000000004,-21.583333333333332,False,False,False,False,True,1.6666666666666607,-16.249999999999996,0.3553209376488269,1.6328596385480267,0.6368973469949955,OK
00536888,케이알엠,Q1,546100570.0,-1022957582.0,-1644783332.0,9376190236.0,-839898579.0,-359748009.0,093640,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,Q1,20190514,20190514000897,분기보고서 (2019.03),32814791100.0,2019-05-13,2019-05-15,3705.0,1943299128.75,2.429149797570851,0.809716599190291,3.9136302294197067,-26.99055330634278,-1.0796221322537103,2.429149797570851,0.809716599190291,3.9136302294197067,-26.99055330634278,-1.0796221322537103,False,False,False,False,False,10.526315789473696,-4.723346828609987,-2.559512192049274,-1.0962983366363712,5.012323031366182,OK
00536888,케이알엠,Q3,143029714.0,-206037827.0,-538344067.0,20623967283.0,1726112005.0,2351120891.0,093640,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,Q3,20191114,20191114001116,분기보고서 (2019.09),44381982960.0,2019-11-13,2019-11-15,3945.0,332607562.75,-3.168567807351075,-6.970849176172367,-17.11026615969582,0.7604562737642651,-24.96831432192649,-3.168567807351075,-6.970849176172367,-17.11026615969582,0.7604562737642651,-24.96831432192649,False,False,False,False,False,3.675538656527255,-19.89860583016476,3.889217853460237,5.297466976901386,1.2129788510918755,OK
00541349,셀트리온제약,Q2,3641893247.0,-1485892733.0,-2584467161.0,272770257243.0,-8730121889.0,,068760,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,H1,20190814,20190814001877,반기보고서 (2019.06),1052944104900.0,2019-08-13,2019-08-16,30900.0,6299426707.5,2.7508090614886793,6.6343042071197456,13.754045307443374,22.815533980582515,41.58576051779934,2.7508090614886793,6.6343042071197456,13.754045307443374,22.815533980582515,41.58576051779934,False,False,False,False,False,14.077669902912614,-6.148867313915862,-0.8291154153742202,,0.24545150582760056,OK
00541437,코렌텍,Q1,194367452.0,-966886962.0,-28646846960.0,30326988043.0,945610061.0,5020087663.0,104540,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,Q1,20190515,20190515001926,분기보고서 (2019.03),55946171390.0,2019-05-14,2020-04-06,6700.0,0.0,-4.626865671641789,-5.970149253731338,37.910447761194035,7.313432835820888,34.17910447761194,-4.626865671641789,-5.970149253731338,37.910447761194035,7.313432835820888,34.17910447761194,False,False,False,False,False,43.13432835820896,-13.134328358208958,1.6902140709650446,8.973067393664952,51.2043027221706,OK
00541437,코렌텍,Q2,1036987267.0,-1384752581.0,-26702784341.0,28744111781.0,263512289.0,457056540.0,104540,True,MATCHED_COMMON_CANDIDATE,KOSDAQ,H1,20190814,20190814002805,반기보고서 (2019.06),55946171390.0,2019-08-13,2020-04-06,6700.0,0.0,-4.626865671641789,-5.970149253731338,37.910447761194035,7.313432835820888,34.17910447761194,-4.626865671641789,-5.970149253731338,37.910447761194035,7.313432835820888,34.17910447761194,False,False,False,False,False,43.13432835820896,-13.134328358208958,0.47101040599017835,0.8169576731423945,47.72942218843762,OK
