corp_code,company_name,stock_code,corp_cls,business_year,fiscal_quarter,receipt_no,receipt_date,source_status,source_type,statement_basis,period_end,basis_comparable_to_immediate_predecessor,operating_profit_cumulative,operating_profit_q,net_income_cumulative,net_income_q,equity_q_end,cfo_cumulative,cfo_q,capex_ppe_cumulative_spend,capex_ppe_q_spend,capex_intangible_cumulative_spend,capex_intangible_q_spend,capex_q_spend,fcf_q,op_pure_method,ni_pure_method,cfo_pure_method,capex_ppe_pure_method,capex_intangible_pure_method,signal_date_status,modern_oos_protected
00101044,에이프로젠바이오로직스,003060,Y,2015,Q3,20151113000562,20151113,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,-1140293975.0,-499725988.0,1429360226.0,28715904.0,66881349776.0,1771341934.0,-653604377.0,3144144837.0,1414762347.0,1450249600.0,350249600.0,1765011947.0,-2418616324.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101044,에이프로젠바이오로직스,003060,Y,2015,Q4,20160329000757,20160329,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,-866307607.0,273986368.0,1552630149.0,123269923.0,67745286496.0,1847053051.0,75711117.0,5369472763.0,2225327926.0,2165249600.0,715000000.0,2940327926.0,-2864616809.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101220,KG케미칼,001390,Y,2015,Q1,20150515002644,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,14098133232.0,14098133232.0,8652702668.0,8652702668.0,449865125264.0,-23254463497.0,-23254463497.0,1962278717.0,1962278717.0,1416550029.0,1416550029.0,3378828746.0,-26633292243.0,direct_q1,direct_q1,direct_q1,direct_q1,direct_q1,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101220,KG케미칼,001390,Y,2015,Q2,20150817001162,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,26726733394.0,12628600162.0,12333943233.0,3681240565.0,451053495327.0,-40659425837.0,-17404962340.0,7239012023.0,5276733306.0,3123819848.0,1707269819.0,6984003125.0,-24388965465.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101220,KG케미칼,001390,Y,2015,Q3,20151116001327,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,38586108926.0,11859375532.0,19320290665.0,6986347432.0,442913333914.0,-21009237585.0,19650188252.0,8675247350.0,1436235327.0,3841190679.0,717370831.0,2153606158.0,17496582094.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101220,KG케미칼,001390,Y,2015,Q4,20160330002526,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,45359740089.0,6773631163.0,41854915971.0,22534625306.0,464019139958.0,-45536755930.0,-24527518345.0,20794362671.0,12119115321.0,4476412755.0,635222076.0,12754337397.0,-37281855742.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101433,경농,002100,Y,2015,Q1,20150514005377,20150514,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,23660910985.0,23660910985.0,17663535291.0,17663535291.0,185477024550.0,-33044142435.0,-33044142435.0,,,,,,,direct_q1,direct_q1,direct_q1,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101433,경농,002100,Y,2015,Q2,20150817000335,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,30500972735.0,6840061750.0,23611225606.0,5947690315.0,193261510172.0,-54675244154.0,-21631101719.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101433,경농,002100,Y,2015,Q3,20151116000440,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,24148591631.0,-6352381104.0,18071849318.0,-5539376288.0,185701120344.0,-45690975152.0,8984269002.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101433,경농,002100,Y,2015,Q4,20160330000786,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,12111542849.0,-12037048782.0,6980391660.0,-11091457658.0,174667647960.0,-9854199112.0,35836776040.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101488,경동나비엔,009450,Y,2015,Q1,20150514002716,20150514,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,5499426458.0,5499426458.0,2973597723.0,2973597723.0,191790786715.0,4091641612.0,4091641612.0,,,,,,,direct_q1,direct_q1,direct_q1,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101488,경동나비엔,009450,Y,2015,Q2,20150813000964,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,9783085766.0,4283659308.0,6024682899.0,3051085176.0,195827059653.0,-7894951783.0,-11986593395.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101488,경동나비엔,009450,Y,2015,Q3,20151116000075,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,13765463957.0,3982378191.0,10969460444.0,4944777545.0,201374498894.0,-5869873148.0,2025078635.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101488,경동나비엔,009450,Y,2015,Q4,20160330000365,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,24222980512.0,10457516555.0,16751999580.0,5782539136.0,206076608904.0,43719574132.0,49589447280.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101549,경동제약,011040,K,2015,Q1,20150515000051,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,7758503712.0,7758503712.0,5333938085.0,5333938085.0,190186582673.0,7619222101.0,7619222101.0,2529714995.0,2529714995.0,,,,,direct_q1,direct_q1,direct_q1,direct_q1,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101549,경동제약,011040,K,2015,Q2,20150813000650,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,16081186716.0,8322683004.0,10362724511.0,5028786426.0,198962278255.0,7933027631.0,313805530.0,5771818489.0,3242103494.0,231789600.0,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101549,경동제약,011040,K,2015,Q3,20151116000278,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,21684028057.0,5602841341.0,9864071214.0,-498653297.0,202414003088.0,8466427809.0,533400178.0,7320043947.0,1548225458.0,397289600.0,165500000.0,1713725458.0,-1180325280.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101549,경동제약,011040,K,2015,Q4,20160329000958,20160329,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,26019496714.0,4335468657.0,13277248992.0,3413177778.0,204439578745.0,18257173247.0,9790745438.0,10687094113.0,3367050166.0,408729600.0,11440000.0,3378490166.0,6412255272.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101628,경방,000050,Y,2015,Q1,20150515001125,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,7932792671.0,7932792671.0,5267195219.0,5267195219.0,651413557876.0,4354437360.0,4354437360.0,,,,,,,direct_q1,direct_q1,direct_q1,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101628,경방,000050,Y,2015,Q2,20150817001163,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,18106376115.0,10173583444.0,12070384821.0,6803189602.0,658240025181.0,7683510072.0,3329072712.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
