corp_code,company_name,stock_code,corp_cls,business_year,fiscal_quarter,receipt_no,receipt_date,source_status,source_type,statement_basis,period_end,basis_comparable_to_immediate_predecessor,operating_profit_cumulative,operating_profit_q,net_income_cumulative,net_income_q,equity_q_end,cfo_cumulative,cfo_q,capex_ppe_cumulative_spend,capex_ppe_q_spend,capex_intangible_cumulative_spend,capex_intangible_q_spend,capex_q_spend,fcf_q,op_pure_method,ni_pure_method,cfo_pure_method,capex_ppe_pure_method,capex_intangible_pure_method,signal_date_status,modern_oos_protected
00101628,경방,000050,Y,2015,Q3,20151116001055,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,27324545942.0,9218169827.0,14774713026.0,2704328205.0,661186200190.0,26661656898.0,18978146826.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101628,경방,000050,Y,2015,Q4,20160330001223,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,38961511221.0,11636965279.0,16692163219.0,1917450193.0,662952917600.0,39920579766.0,13258922868.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101664,경보제약,214390,Y,2015,Q1,,,no_receipt,EARLIEST_PERIODIC_RECEIPT_XBRL,,,True,,,,,,,,,,,,,,missing,missing,missing,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101664,경보제약,214390,Y,2015,Q2,20150817000564,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-06-30,False,13711391528.0,,10690153990.0,,108836221703.0,8728619661.0,,,,,,,,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101664,경보제약,214390,Y,2015,Q3,20151116001104,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-09-30,True,19809819696.0,6098428168.0,15781798613.0,5091644623.0,112964401546.0,9024893834.0,296274173.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101664,경보제약,214390,Y,2015,Q4,20160330003868,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-12-31,True,25632335257.0,5822515561.0,26109623151.0,10327824538.0,122817150566.0,4240141966.0,-4784751868.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101752,케이씨피드,025880,K,2015,Q1,20150514004483,20150514,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,-127691162.0,-127691162.0,-604588062.0,-604588062.0,45498435597.0,2914838966.0,2914838966.0,,,,,,,direct_q1,direct_q1,direct_q1,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101752,케이씨피드,025880,K,2015,Q2,20150813000507,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,-539223757.0,-411532595.0,-1139786347.0,-535198285.0,44960646883.0,4945029457.0,2030190491.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101752,케이씨피드,025880,K,2015,Q3,20151113000614,20151113,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,-630496411.0,-91272654.0,-2517297989.0,-1377511642.0,43523331183.0,4258477537.0,-686551920.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00101752,케이씨피드,025880,K,2015,Q4,20160330003444,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,-374134362.0,256362049.0,-2142465766.0,374832223.0,44140243190.0,3532102241.0,-726375296.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102113,경인양행,012610,Y,2015,Q1,20150515000371,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,714417090.0,714417090.0,450688246.0,450688246.0,196988957835.0,-736060420.0,-736060420.0,1634397166.0,1634397166.0,76343400.0,76343400.0,1710740566.0,-2446800986.0,direct_q1,direct_q1,direct_q1,direct_q1,direct_q1,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102113,경인양행,012610,Y,2015,Q2,20150813001318,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,4674346625.0,3959929535.0,4046314920.0,3595626674.0,201127105301.0,-6511237614.0,-5775177194.0,3578615165.0,1944217999.0,76343400.0,0.0,1944217999.0,-7719395193.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102113,경인양행,012610,Y,2015,Q3,20151116000626,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,6025456816.0,1351110191.0,4035384894.0,-10930026.0,201904225471.0,-7959118206.0,-1447880592.0,5980564168.0,2401949003.0,76343400.0,0.0,2401949003.0,-3849829595.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102113,경인양행,012610,Y,2015,Q4,20160330002299,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,6718133779.0,692676963.0,3670894653.0,-364490241.0,201125303678.0,5444861072.0,13403979278.0,10455012352.0,4474448184.0,76343400.0,0.0,4474448184.0,8929531094.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102140,경인전자,009140,Y,2015,Q1,20150514000650,20150514,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,667635628.0,667635628.0,373954579.0,373954579.0,57746142697.0,-810666263.0,-810666263.0,35885007.0,35885007.0,0.0,0.0,35885007.0,-846551270.0,direct_q1,direct_q1,direct_q1,direct_q1,direct_q1,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102140,경인전자,009140,Y,2015,Q2,20150813000463,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,855466473.0,187830845.0,318425251.0,-55529328.0,58222660448.0,583775968.0,1394442231.0,56079528.0,20194521.0,0.0,0.0,20194521.0,1374247710.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102140,경인전자,009140,Y,2015,Q3,20151113000483,20151113,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,1301379417.0,445912944.0,1005527599.0,687102348.0,59572498400.0,867440854.0,283664886.0,101350858.0,45271330.0,0.0,0.0,45271330.0,238393556.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102140,경인전자,009140,Y,2015,Q4,20160328000417,20160328,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,1670956036.0,369576619.0,1335440146.0,329912547.0,59623118439.0,2167996593.0,1300555739.0,109496296.0,8145438.0,0.0,0.0,8145438.0,1292410301.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102353,경창산업,024910,K,2015,Q1,20150515001859,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,9148377572.0,9148377572.0,8268533645.0,8268533645.0,156030791030.0,8623800588.0,8623800588.0,10000505332.0,10000505332.0,,,,,direct_q1,direct_q1,direct_q1,direct_q1,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102353,경창산업,024910,K,2015,Q2,20150817000563,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,19858466933.0,10710089361.0,14367675552.0,6099141907.0,163599693707.0,48420026600.0,39796226012.0,29209039542.0,19208534210.0,,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102353,경창산업,024910,K,2015,Q3,20151116000483,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,17987521418.0,-1870945515.0,9497363338.0,-4870312214.0,148821889276.0,64517687048.0,16097660448.0,41600413643.0,12391374101.0,,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102353,경창산업,024910,K,2015,Q4,20160330000787,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,,,13541742785.0,4044379447.0,138933393769.0,79339850000.0,14822162952.0,63060067703.0,21459654060.0,,,,,missing_immediate_predecessor_or_basis_change,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102432,계룡건설산업,013580,Y,2015,Q1,20150515002613,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,8634274500.0,8634274500.0,2540522839.0,2540522839.0,302449007841.0,71036554412.0,71036554412.0,1006659380.0,1006659380.0,,,,,direct_q1,direct_q1,direct_q1,direct_q1,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102432,계룡건설산업,013580,Y,2015,Q2,20150817000944,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,16570424566.0,7936150066.0,7043272878.0,4502750039.0,307196284821.0,97157671007.0,26121116595.0,2216589561.0,1209930181.0,,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102432,계룡건설산업,013580,Y,2015,Q3,20151116001262,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,22830432128.0,6260007562.0,9384455189.0,2341182311.0,309599261764.0,50742880285.0,-46414790722.0,3927897910.0,1711308349.0,1547500000.0,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102432,계룡건설산업,013580,Y,2015,Q4,20160330004506,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,36100271899.0,13269839771.0,16899683453.0,7515228264.0,317920136330.0,139557171762.0,88814291477.0,5332047687.0,1404149777.0,1586500000.0,39000000.0,1443149777.0,87371141700.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102618,계양전기,012200,Y,2015,Q1,20150515002339,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,2982641323.0,2982641323.0,2792615625.0,2792615625.0,154205260822.0,7688360725.0,7688360725.0,2410936905.0,2410936905.0,249009639.0,249009639.0,2659946544.0,5028414181.0,direct_q1,direct_q1,direct_q1,direct_q1,direct_q1,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102618,계양전기,012200,Y,2015,Q2,20150813000727,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,5166686944.0,2184045621.0,5907873922.0,3115258297.0,157442327256.0,3445475545.0,-4242885180.0,5918740368.0,3507803463.0,554445380.0,305435741.0,3813239204.0,-8056124384.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102618,계양전기,012200,Y,2015,Q3,20151116000610,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,7247002549.0,2080315605.0,9292481253.0,3384607331.0,161116791310.0,11708131619.0,8262656074.0,14584870634.0,8666130266.0,955919188.0,401473808.0,9067604074.0,-804948000.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102618,계양전기,012200,Y,2015,Q4,20160330003412,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,7103017012.0,-143985537.0,9581186296.0,288705043.0,160448786409.0,19205121793.0,7496990174.0,25414093430.0,10829222796.0,1419633423.0,463714235.0,11292937031.0,-3795946857.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102751,고려산업,002140,Y,2015,Q1,20150514001203,20150514,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,3636685902.0,3636685902.0,2509614640.0,2509614640.0,76957965583.0,10036363111.0,10036363111.0,654276149.0,654276149.0,0.0,0.0,654276149.0,9382086962.0,direct_q1,direct_q1,direct_q1,direct_q1,direct_q1,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102751,고려산업,002140,Y,2015,Q2,20150813000508,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,5702746326.0,2066060424.0,4008103236.0,1498488596.0,78359414636.0,11153445400.0,1117082289.0,1678724779.0,1024448630.0,20482000.0,20482000.0,1044930630.0,72151659.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102751,고려산업,002140,Y,2015,Q3,20151116000906,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,6667210197.0,964463871.0,4939538974.0,931435738.0,78739645818.0,5000504608.0,-6152940792.0,2259976349.0,581251570.0,20482000.0,0.0,581251570.0,-6734192362.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102751,고려산업,002140,Y,2015,Q4,20160330000094,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,6761497543.0,94287346.0,5400030676.0,460491702.0,79342018649.0,9550784347.0,4550279739.0,3761586241.0,1501609892.0,20482000.0,0.0,1501609892.0,3048669847.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102858,고려아연,010130,Y,2015,Q1,20150515001430,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,172760383903.0,172760383903.0,131892717226.0,131892717226.0,4816905840829.0,259875209430.0,259875209430.0,,,,,,,direct_q1,direct_q1,direct_q1,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102858,고려아연,010130,Y,2015,Q2,20150817000784,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,365224936314.0,192464552411.0,285742592662.0,153849875436.0,5028923860734.0,496154386972.0,236279177542.0,283539993042.0,,150000000.0,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102858,고려아연,010130,Y,2015,Q3,20151116000577,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,543944296830.0,178719360516.0,415486987037.0,129744394375.0,5170141780654.0,762410344269.0,266255957297.0,387494325572.0,103954332530.0,150000000.0,0.0,103954332530.0,162301624767.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00102858,고려아연,010130,Y,2015,Q4,20160330002726,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,672218933053.0,128274636223.0,513990324342.0,98503337305.0,5219368828324.0,944860095270.0,182449751001.0,479884968664.0,92390643092.0,301121860.0,151121860.0,92541764952.0,89907986049.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103006,고려제강,002240,Y,2015,Q1,20150515001128,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,13578287235.0,13578287235.0,3746278379.0,3746278379.0,1478692385721.0,-9580527957.0,-9580527957.0,,,,,,,direct_q1,direct_q1,direct_q1,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103006,고려제강,002240,Y,2015,Q2,20150813000409,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,28560048221.0,14981760986.0,15453576024.0,11707297645.0,1501886799892.0,91498124225.0,101078652182.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103006,고려제강,002240,Y,2015,Q3,20151113000519,20151113,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,31709880143.0,3149831922.0,10559523264.0,-4894052760.0,1477363146955.0,128392709011.0,36894584786.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103006,고려제강,002240,Y,2015,Q4,20160330001882,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,43067164831.0,11357284688.0,17403366971.0,6843843707.0,1469794841456.0,200742673806.0,72349964795.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103015,고려제약,014570,K,2015,Q1,20150515000151,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-03-31,True,710230341.0,710230341.0,618732864.0,618732864.0,48664138179.0,3056055572.0,3056055572.0,,,,,,,direct_q1,direct_q1,direct_q1,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103015,고려제약,014570,K,2015,Q2,20150817000951,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-06-30,True,955477354.0,245247013.0,911424993.0,292692129.0,48995064763.0,3460416898.0,404361326.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103015,고려제약,014570,K,2015,Q3,20151116000355,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-09-30,True,1906098761.0,950621407.0,1748456652.0,837031659.0,49783336906.0,6934087104.0,3473670206.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103015,고려제약,014570,K,2015,Q4,20160330000359,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-12-31,True,2534544435.0,628445674.0,1773790445.0,25333793.0,49678757600.0,6132817592.0,-801269512.0,,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103042,케이씨티시,009070,Y,2015,Q1,20150515002375,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,2772509251.0,2772509251.0,3533303753.0,3533303753.0,167575458611.0,1096831824.0,1096831824.0,9221179814.0,9221179814.0,,,,,direct_q1,direct_q1,direct_q1,direct_q1,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103042,케이씨티시,009070,Y,2015,Q2,20150813000958,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,6820270111.0,4047760860.0,1015395483.0,-2517908270.0,164924093069.0,4154677576.0,3057845752.0,16987591105.0,7766411291.0,309138250.0,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103042,케이씨티시,009070,Y,2015,Q3,20151116000455,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,11457414303.0,4637144192.0,7215500917.0,6200105434.0,170996823983.0,5355242906.0,1200565330.0,21390561170.0,4402970065.0,597411326.0,288273076.0,4691243141.0,-3490677811.0,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103042,케이씨티시,009070,Y,2015,Q4,20160330003704,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,13385079688.0,1927665385.0,9071982622.0,1856481705.0,172021197230.0,14044650064.0,8689407158.0,37989410638.0,16598849468.0,597105326.0,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,negative_normalized_capex_delta_missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103130,MDS스피어,009810,Y,2015,Q1,20150515001113,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,-483758537.0,-483758537.0,135779204.0,135779204.0,30279240891.0,,,,,,,,,direct_q1,direct_q1,missing,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103130,MDS스피어,009810,Y,2015,Q2,20150817000637,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,-783174708.0,-299416171.0,342019677.0,206240473.0,30811623983.0,-11499757850.0,,8287758.0,,,,,,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103130,MDS스피어,009810,Y,2015,Q3,20151111000103,20151111,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,-780036472.0,3138236.0,2227667508.0,1885647831.0,33507548289.0,-10257156404.0,1242601446.0,1462515.0,,,,,,cumulative_difference,cumulative_difference,cumulative_difference,negative_normalized_capex_delta_missing,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103130,MDS스피어,009810,Y,2015,Q4,20160330000344,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,-557356647.0,222679825.0,2158057644.0,-69609864.0,39520723678.0,-8120533129.0,2136623275.0,2412411.0,949896.0,,,,,cumulative_difference,cumulative_difference,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103176,흥국화재,000540,Y,2015,Q1,20150515002751,20150515,no_xbrl_zip,EARLIEST_PERIODIC_RECEIPT_XBRL,,,True,,,,,,,,,,,,,,missing,missing,missing,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103176,흥국화재,000540,Y,2015,Q2,20150817000643,20150817,no_xbrl_zip,EARLIEST_PERIODIC_RECEIPT_XBRL,,,False,,,,,,,,,,,,,,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103176,흥국화재,000540,Y,2015,Q3,20151113001147,20151113,no_xbrl_zip,EARLIEST_PERIODIC_RECEIPT_XBRL,,,False,,,,,,,,,,,,,,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103176,흥국화재,000540,Y,2015,Q4,20160329001205,20160329,no_xbrl_zip,EARLIEST_PERIODIC_RECEIPT_XBRL,,,False,,,,,,,,,,,,,,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103510,인지컨트롤스,023800,Y,2015,Q1,20150515001196,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-03-31,True,3320678404.0,3320678404.0,65467268.0,65467268.0,190629338596.0,,,6816230682.0,6816230682.0,1356058250.0,1356058250.0,8172288932.0,,direct_q1,direct_q1,missing,direct_q1,direct_q1,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103510,인지컨트롤스,023800,Y,2015,Q2,20150817000708,20150817,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-06-30,True,7993178352.0,4672499948.0,2688746430.0,2623279162.0,194705588995.0,,,11006865863.0,4190635181.0,1624530877.0,268472627.0,4459107808.0,,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103510,인지컨트롤스,023800,Y,2015,Q3,20151116000287,20151116,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-09-30,True,12311002482.0,4317824130.0,4431016579.0,1742270149.0,200371739022.0,,,18281705325.0,7274839462.0,1661318409.0,36787532.0,7311626994.0,,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103510,인지컨트롤스,023800,Y,2015,Q4,20160330000894,20160330,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,CFS,2015-12-31,True,18220305398.0,5909302916.0,8714718429.0,4283701850.0,202648003140.0,,,26188117736.0,7906412411.0,1971454570.0,310136161.0,8216548572.0,,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,cumulative_difference,cumulative_difference,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103547,우진비앤지,018620,K,2015,Q1,20150515002608,20150515,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-03-31,True,295505838.0,295505838.0,260901167.0,260901167.0,20833165477.0,,,,,,,,,direct_q1,direct_q1,missing,missing,missing,NOT_ASSIGNED_ACCOUNTING_STAGE,True
00103547,우진비앤지,018620,K,2015,Q2,20150813001480,20150813,ok,EARLIEST_PERIODIC_RECEIPT_XBRL,OFS,2015-06-30,True,527952752.0,232446914.0,565834661.0,304933494.0,21183138065.0,,,,,,,,,cumulative_difference,cumulative_difference,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,missing_immediate_predecessor_or_basis_change,NOT_ASSIGNED_ACCOUNTING_STAGE,True
